id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
9491,537,8436,3823532,82,13.67,12.58,129,21.5,33.11,274,45.67,57.67,0.5,0.5,0.45,0.49,42.02,131.16
9492,496,10258,4540242,70,14.0,12.9,134,26.8,41.95,247,49.4,56.77,0.57,0.6,0.57,0.63,20.4,143.17
9493,536,26382,13451786,73,12.17,12.7,157,26.17,45.0,268,44.67,58.17,0.44,0.4,0.49,0.66,25.34,132.89
9494,477,8336,3657921,66,13.2,14.02,142,28.4,46.14,233,46.6,58.0,0.66,0.65,0.48,0.65,26.02,123.45
9495,508,11150,4528015,69,17.25,14.29,164,41.0,61.02,234,58.5,57.65,0.7,0.76,0.52,0.66,15.33,128.54
9496,520,8651,3769423,64,10.67,11.2,129,21.5,35.92,252,42.0,56.69,0.49,0.5,0.68,0.74,31.18,127.84
9497,484,12407,3198713,77,12.83,12.64,132,22.0,34.8,247,41.17,51.26,0.56,0.55,0.53,0.63,13.8,133.08
9498,486,8608,3126560,91,15.17,16.62,147,24.5,41.09,272,45.33,52.88,0.36,0.37,0.4,0.38,21.06,141.31
9499,416,6642,1332806,65,10.83,9.95,67,11.17,9.72,207,34.5,43.7,0.49,0.5,0.46,0.44,17.62,143.55
9500,350,5357,1453887,72,12.0,11.82,74,12.33,11.91,198,33.0,42.53,0.51,0.52,0.51,0.59,21.62,133.48
9501,363,5068,1700965,70,11.67,11.22,92,15.33,20.99,211,35.17,40.94,0.5,0.51,0.55,0.68,31.82,145.63
9502,397,102336,73873900,75,12.5,12.82,116,19.33,32.48,244,40.67,48.2,0.55,0.56,0.51,0.55,28.81,152.64
9503,361,105022,79933745,76,12.67,13.2,85,14.17,19.17,192,32.0,43.59,0.52,0.54,0.42,0.46,30.13,151.5
9504,391,4441,1293734,72,12.0,12.52,98,16.33,23.67,193,32.17,47.38,0.64,0.65,0.47,0.51,15.08,151.0
9505,366,5045,1556217,82,13.67,13.46,84,14.0,16.8,218,36.33,43.84,0.42,0.41,0.41,0.4,16.42,146.32
9506,461,5791,1888872,94,15.67,12.45,102,17.0,18.69,256,42.67,55.98,0.57,0.55,0.41,0.43,23.26,162.66
9507,347,5475,1281813,78,13.0,11.78,83,13.83,15.66,189,31.5,41.53,0.58,0.63,0.41,0.54,25.0,159.44
9508,369,5655,2054998,73,12.17,10.34,127,21.17,30.82,233,38.83,46.62,0.6,0.58,0.46,0.57,13.25,159.76
9509,385,573712,430222047,72,12.0,10.37,129,21.5,30.5,224,37.33,48.0,0.49,0.44,0.5,0.51,29.93,163.8
9510,401,409749,374696785,74,14.8,12.66,110,22.0,29.91,237,47.4,57.92,0.54,0.56,0.61,0.7,28.58,141.46
9511,496,10031,3530462,91,15.17,13.12,159,26.5,40.23,289,48.17,60.39,0.62,0.62,0.49,0.64,15.15,176.05
9512,507,86960,53475536,89,14.83,11.94,142,23.67,35.9,271,45.17,53.33,0.61,0.61,0.47,0.48,21.55,164.06
9513,474,125214,82879342,82,13.67,11.99,140,23.33,33.87,267,44.5,60.22,0.66,0.7,0.6,0.61,28.46,151.3
9514,464,22113,12407203,75,12.5,12.18,128,21.33,32.64,269,44.83,57.19,0.55,0.56,0.43,0.46,26.45,147.67
9515,490,23829,15715128,62,12.4,10.21,122,24.4,36.2,245,49.0,58.34,0.69,0.67,0.46,0.54,13.15,153.49
9516,453,11600,6070802,82,13.67,13.54,144,24.0,37.56,262,43.67,58.5,0.68,0.7,0.4,0.38,10.98,179.54
9517,439,8439,3277343,73,14.6,13.65,134,26.8,40.9,245,49.0,58.45,0.71,0.71,0.56,0.64,33.87,151.9
9518,437,12986,7291578,73,12.17,11.34,150,25.0,44.41,248,41.33,54.8,0.59,0.6,0.46,0.54,10.49,171.27
9519,461,34392,24155244,75,12.5,13.84,150,25.0,39.02,254,42.33,57.56,0.56,0.6,0.4,0.44,23.94,153.79
9520,634,13750,6210192,91,15.17,13.2,153,25.5,41.31,333,55.5,70.57,0.59,0.58,0.45,0.49,17.12,169.67
9521,1421,67820,44983493,100,16.67,18.83,150,25.0,39.56,423,70.5,101.69,0.49,0.51,0.49,0.44,16.73,160.56
9522,1415,49685,26631509,123,20.5,22.01,153,25.5,33.59,517,86.17,134.94,0.46,0.46,0.46,0.51,17.92,157.73
9523,1150,145495,116904185,97,19.4,19.58,147,29.4,37.55,452,90.4,137.69,0.7,0.7,0.43,0.59,19.31,151.1
9524,1200,70238,47058963,121,20.17,23.91,136,22.67,33.07,522,87.0,147.6,0.46,0.46,0.37,0.32,12.45,155.59
9525,1057,58380,24171331,105,17.5,20.45,163,27.17,43.05,473,78.83,133.69,0.55,0.61,0.49,0.47,35.02,153.74
9526,1457,72599,45472533,130,21.67,27.98,141,23.5,36.35,679,113.17,217.37,0.62,0.63,0.46,0.52,21.64,145.23
9527,1679,210550,119721549,135,22.5,30.08,165,27.5,43.16,712,118.67,227.43,0.49,0.52,0.45,0.36,50.55,147.67
9528,1416,59562,37069938,134,22.33,29.72,149,24.83,37.95,657,109.5,210.27,0.55,0.51,0.28,0.26,12.44,160.22
9529,1480,173907,81198617,138,23.0,30.99,136,22.67,35.82,639,106.5,195.35,0.51,0.56,0.6,0.67,35.14,152.19
9530,1773,171974,119114006,128,21.33,28.7,176,29.33,50.34,754,125.67,248.71,0.64,0.6,0.55,0.62,11.14,149.92
9531,1419,56855,37949582,137,22.83,31.2,144,24.0,37.84,647,107.83,207.0,0.51,0.52,0.55,0.49,21.46,145.69
9532,1722,127708,87734235,119,23.8,28.99,143,28.6,41.33,662,132.4,232.93,0.74,0.73,0.48,0.51,9.18,154.86
9533,1972,132851,93380143,143,23.83,27.93,171,28.5,40.14,698,116.33,213.46,0.45,0.5,0.61,0.63,31.26,165.12
9534,2251,362486,237387571,131,21.83,29.44,145,24.17,34.6,743,123.83,238.5,0.42,0.45,0.48,0.5,25.07,144.09
9535,2109,130790,89033651,128,21.33,32.91,130,21.67,32.49,728,121.33,247.14,0.52,0.52,0.55,0.59,22.44,121.42
9536,2088,524991,448126622,149,29.8,40.05,152,30.4,41.9,719,143.8,257.96,0.51,0.51,0.5,0.55,4.93,128.26
9537,2029,289043,291016173,118,19.67,27.33,157,26.17,37.48,654,109.0,214.16,0.46,0.43,0.42,0.52,22.88,153.91
9538,2412,502292,330793930,151,25.17,35.63,174,29.0,37.78,907,151.17,301.12,0.46,0.48,0.62,0.63,23.6,142.97
9539,2632,286343,227345050,144,24.0,33.9,162,27.0,34.75,895,149.17,301.82,0.51,0.52,0.42,0.41,17.42,142.88
9540,2346,248054,246091946,162,27.0,35.84,170,28.33,40.84,965,160.83,309.73,0.35,0.37,0.48,0.46,16.62,160.54
9541,2146,77021,39230736,166,27.67,40.2,189,31.5,46.62,931,155.17,301.35,0.4,0.44,0.58,0.62,21.35,162.62
9542,1996,89268,56152996,163,27.17,38.36,186,31.0,40.84,906,151.0,289.48,0.44,0.47,0.54,0.64,22.17,137.11
9543,1800,81831,50433028,160,26.67,35.08,166,27.67,34.72,795,132.5,251.17,0.47,0.51,0.48,0.5,8.68,148.71
9544,1903,275228,202965198,154,25.67,34.74,173,28.83,39.13,861,143.5,274.0,0.45,0.48,0.65,0.7,15.0,161.7
9545,1932,397909,262187072,150,25.0,34.73,159,26.5,36.21,845,140.83,278.24,0.53,0.55,0.49,0.55,9.24,145.48
9546,2417,154041,87274522,146,24.33,35.47,162,27.0,42.2,858,143.0,291.28,0.49,0.5,0.58,0.6,10.06,133.28
9547,2001,726323,503759713,143,23.83,30.42,157,26.17,33.95,876,146.0,287.02,0.56,0.55,0.52,0.52,11.99,141.73
9548,1821,97942,80010511,143,23.83,33.26,136,22.67,29.47,797,132.83,259.74,0.55,0.54,0.65,0.7,9.28,144.42
9549,2162,156176,90127176,159,26.5,39.16,160,26.67,34.56,860,143.33,287.36,0.39,0.47,0.71,0.72,24.19,138.35
9550,1923,166768,127159356,135,22.5,33.92,154,25.67,35.78,807,134.5,266.54,0.52,0.52,0.63,0.7,12.65,147.54
9551,1724,1231786,889431918,148,24.67,34.86,144,24.0,33.62,796,132.67,248.1,0.35,0.35,0.53,0.47,14.02,159.23
9552,1804,883491,748352906,163,27.17,31.31,158,26.33,34.93,780,130.0,245.94,0.46,0.45,0.57,0.6,19.43,142.73
9553,1862,89761,55333669,145,24.17,33.46,169,28.17,39.84,791,131.83,264.44,0.55,0.55,0.45,0.46,15.34,133.72
9554,1894,176318,129838911,158,26.33,35.47,169,28.17,41.46,767,127.83,247.56,0.5,0.51,0.6,0.64,22.5,136.02
9555,1691,64034,41750995,141,23.5,33.89,156,26.0,39.04,752,125.33,239.63,0.44,0.46,0.54,0.55,13.0,147.32
9556,1452,179691,177742306,139,23.17,31.95,167,27.83,38.93,732,122.0,231.94,0.46,0.47,0.44,0.56,16.84,127.26
9557,1577,51819,28812033,133,22.17,30.02,140,23.33,32.09,736,122.67,239.4,0.5,0.51,0.55,0.56,8.49,138.67
9558,1722,130314,87639837,149,24.83,33.49,147,24.5,32.81,739,123.17,238.69,0.5,0.51,0.54,0.58,10.74,138.89
9559,1443,101492,44156022,131,21.83,30.37,129,21.5,31.94,685,114.17,221.05,0.45,0.49,0.58,0.58,18.77,147.52
9560,1952,673833,535033595,157,26.17,38.41,140,23.33,32.38,841,140.17,281.61,0.46,0.5,0.6,0.71,14.4,157.6
9561,2292,124738,90045516,163,27.17,39.25,145,24.17,32.16,881,146.83,302.83,0.48,0.51,0.61,0.58,12.04,140.79
9562,2214,144712,103236838,164,27.33,43.65,133,22.17,29.09,815,135.83,272.76,0.42,0.44,0.44,0.38,6.99,135.79
9563,1991,329746,177872301,142,23.67,36.11,136,22.67,29.97,764,127.33,257.43,0.54,0.55,0.59,0.6,16.15,138.43
9564,1904,169023,86350797,141,23.5,34.7,164,27.33,42.51,672,112.0,213.02,0.45,0.49,0.52,0.52,14.83,147.61
9565,1914,219128,167854369,136,22.67,32.62,144,24.0,31.18,686,114.33,225.9,0.51,0.5,0.62,0.69,19.24,134.69
9566,1527,126618,78257408,144,24.0,34.61,117,19.5,25.16,687,114.5,225.44,0.4,0.42,0.54,0.56,13.94,116.59
9567,1547,115337,47200043,131,26.2,33.66,150,30.0,39.76,719,143.8,259.09,0.46,0.56,0.69,0.7,17.55,133.5
9568,1440,65676,34407733,145,24.17,33.88,172,28.67,38.76,700,116.67,224.49,0.54,0.53,0.65,0.66,22.53,135.04
9569,1428,88118,53785970,130,21.67,31.05,148,24.67,33.31,666,111.0,211.47,0.53,0.52,0.64,0.64,8.77,151.64
9570,1988,229079,152950358,156,26.0,41.13,176,29.33,44.76,779,129.83,260.47,0.57,0.55,0.63,0.52,12.95,132.93
9571,1842,113631,46540215,150,25.0,35.34,199,33.17,49.83,716,119.33,228.58,0.55,0.54,0.67,0.63,15.6,153.57
9572,1891,81707,53434529,152,25.33,34.03,175,29.17,43.35,794,132.33,248.06,0.42,0.43,0.54,0.6,13.78,152.31
9573,1991,152447,109674896,136,22.67,34.55,160,26.67,41.04,758,126.33,248.19,0.5,0.5,0.53,0.58,35.6,120.56
9574,2026,137530,92689374,143,23.83,37.87,164,27.33,40.66,786,131.0,262.64,0.61,0.57,0.45,0.52,4.55,146.32
9575,1674,923053,731909394,159,26.5,39.91,168,28.0,38.75,755,125.83,251.0,0.51,0.51,0.52,0.5,14.56,129.94
9576,1512,187878,147065010,133,22.17,30.51,162,27.0,40.83,661,110.17,204.47,0.49,0.5,0.55,0.54,7.9,112.63
9577,1296,57406,25242027,137,22.83,33.44,129,21.5,29.33,630,105.0,203.17,0.48,0.49,0.59,0.63,22.71,148.56
9578,1457,182081,118528757,128,21.33,30.04,134,22.33,30.74,678,113.0,218.81,0.49,0.53,0.46,0.46,27.27,129.97
9579,1513,155063,121242058,132,22.0,30.59,163,27.17,40.95,686,114.33,209.62,0.39,0.4,0.63,0.72,17.06,130.82
9580,1327,56462,31373305,127,21.17,34.0,136,22.67,33.01,599,99.83,195.5,0.47,0.51,0.51,0.57,8.94,147.06
9581,1147,52155,29886650,136,22.67,26.9,126,21.0,24.44,525,87.5,168.23,0.53,0.57,0.62,0.6,15.14,161.91
9582,977,53391,43946933,113,18.83,24.01,151,25.17,37.08,493,82.17,143.86,0.54,0.52,0.52,0.62,8.15,138.76
9583,879,34157,22970137,116,19.33,24.57,160,26.67,38.07,474,79.0,131.5,0.55,0.53,0.53,0.62,13.76,151.89
9584,1043,40641,23801358,120,20.0,24.36,164,27.33,38.79,563,93.83,156.61,0.49,0.47,0.51,0.53,18.81,150.21
9585,1106,59303,40078127,117,19.5,27.1,135,22.5,35.05,551,91.83,165.53,0.45,0.49,0.56,0.55,20.38,143.53
9586,1031,65903,48563321,103,17.17,21.47,134,22.33,30.52,495,82.5,145.73,0.46,0.46,0.44,0.49,5.44,132.72
9587,936,53501,32866047,119,19.83,24.75,135,22.5,28.66,525,87.5,158.93,0.56,0.57,0.53,0.58,10.53,151.71
9588,851,34763,17330301,136,22.67,29.69,140,23.33,32.52,504,84.0,143.11,0.43,0.5,0.56,0.52,14.89,144.0
9589,894,28500,16915498,120,20.0,27.16,200,33.33,49.56,474,79.0,120.41,0.65,0.65,0.4,0.48,8.08,153.82
9590,951,39189,25666953,112,18.67,22.29,137,22.83,34.96,467,77.83,127.76,0.54,0.57,0.52,0.6,8.12,161.96
9591,1036,39596,27420984,120,20.0,24.88,148,24.67,36.35,533,88.83,148.1,0.58,0.58,0.48,0.52,15.5,130.6
9592,880,30619,16075145,137,22.83,34.08,143,23.83,32.47,475,79.17,138.33,0.55,0.56,0.59,0.61,10.69,153.97
9593,658,11830,3810992,135,22.5,26.12,150,25.0,29.08,357,59.5,84.71,0.56,0.58,0.54,0.6,14.57,149.21
9594,744,33187,22570755,129,21.5,31.29,163,27.17,38.65,413,68.83,113.18,0.5,0.51,0.58,0.64,30.48,145.2
9595,735,28780,18757064,116,23.2,31.89,141,28.2,36.91,382,76.4,111.89,0.57,0.59,0.42,0.46,10.5,135.51
9596,880,42060,29209267,115,23.0,22.98,157,31.4,40.73,404,80.8,105.56,0.58,0.62,0.49,0.6,9.25,148.07
9597,814,17897,8684653,114,19.0,22.06,139,23.17,35.99,440,73.33,111.02,0.45,0.42,0.51,0.55,7.99,156.22
9598,645,13171,5112157,104,17.33,19.18,139,23.17,33.8,365,60.83,86.77,0.42,0.47,0.48,0.45,17.79,141.48
9599,710,117324,60712742,104,17.33,21.44,127,21.17,29.8,414,69.0,118.16,0.56,0.56,0.47,0.44,13.34,139.88
9600,659,17154,7505430,103,17.17,20.92,135,22.5,31.59,340,56.67,89.31,0.53,0.52,0.47,0.49,21.49,128.89
9601,644,37958,27108156,104,17.33,21.44,128,21.33,30.72,338,56.33,85.23,0.53,0.54,0.43,0.48,21.7,112.37
9602,615,15926,9601670,94,15.67,17.18,126,21.0,29.53,321,53.5,83.1,0.52,0.53,0.49,0.53,18.42,119.29
9603,696,16130,9114682,99,16.5,18.81,164,27.33,45.75,378,63.0,90.0,0.62,0.66,0.52,0.57,7.96,153.13
9604,789,21155,11000410,108,18.0,20.71,137,22.83,30.53,414,69.0,102.99,0.49,0.52,0.55,0.6,13.62,152.99
9605,767,28240,9839815,102,17.0,22.92,122,20.33,28.78,369,61.5,93.25,0.47,0.49,0.5,0.51,14.6,161.51
9606,541,9670,4046049,87,14.5,18.06,144,24.0,38.38,296,49.33,71.42,0.45,0.49,0.53,0.59,18.53,150.73
9607,597,13447,8637201,90,15.0,19.01,162,27.0,45.38,337,56.17,82.34,0.58,0.57,0.51,0.6,25.74,152.1
9608,604,9935,4421574,91,15.17,16.69,152,25.33,38.42,319,53.17,76.62,0.55,0.58,0.59,0.64,10.82,155.2
9609,706,36481,29692572,100,16.67,20.23,172,28.67,42.24,349,58.17,81.42,0.42,0.38,0.37,0.42,16.38,119.34
9610,860,23552,11477000,101,20.2,25.57,153,30.6,51.29,449,89.8,126.01,0.45,0.47,0.54,0.62,16.93,141.1
9611,659,170878,118022459,92,15.33,20.25,122,20.33,33.67,368,61.33,93.03,0.38,0.42,0.49,0.53,7.82,167.03
9612,513,25745,11473041,91,15.17,14.46,150,25.0,37.28,272,45.33,55.7,0.53,0.56,0.5,0.5,18.29,121.12
9613,522,11319,5150028,80,13.33,15.64,148,24.67,42.66,297,49.5,67.02,0.43,0.47,0.51,0.55,41.26,106.57
9614,762,203961,150860548,91,15.17,19.76,147,24.5,41.14,342,57.0,84.55,0.47,0.49,0.49,0.47,43.37,133.17
9615,660,102037,58564919,88,14.67,16.44,137,22.83,37.95,384,64.0,87.44,0.46,0.49,0.54,0.56,17.55,159.25
9616,561,19555,9879010,82,13.67,15.11,150,25.0,42.4,333,55.5,72.61,0.45,0.49,0.56,0.63,14.54,155.96
9617,623,21041,10710629,95,15.83,15.43,205,34.17,56.33,339,56.5,71.61,0.52,0.52,0.57,0.6,16.66,132.03
9618,650,29023,17484539,95,15.83,15.72,154,25.67,41.11,330,55.0,76.86,0.6,0.56,0.48,0.51,9.3,163.57
9619,906,40500,23452394,93,15.5,16.79,174,29.0,50.41,312,52.0,65.52,0.42,0.47,0.65,0.63,15.2,142.31
9620,863,21449,11950834,90,15.0,13.9,162,27.0,44.71,317,52.83,66.24,0.5,0.55,0.57,0.52,12.74,129.13
9621,706,136706,69032819,92,15.33,15.44,198,33.0,59.91,325,54.17,62.02,0.48,0.5,0.54,0.51,14.58,153.0
9622,477,13555,8849463,72,12.0,14.06,155,25.83,46.05,281,46.83,56.51,0.48,0.5,0.37,0.41,9.75,151.74
9623,580,60961,26026997,105,17.5,20.32,111,18.5,26.13,310,51.67,67.96,0.44,0.48,0.47,0.41,12.27,144.82
9624,461,12626,6964806,84,14.0,15.28,181,30.17,52.41,267,44.5,53.59,0.54,0.53,0.41,0.45,8.54,151.25
9625,412,7857,3401270,70,11.67,11.55,143,23.83,38.77,223,37.17,48.19,0.56,0.53,0.59,0.71,20.59,140.54
9626,479,9968,4182582,70,11.67,12.86,161,26.83,50.46,271,45.17,51.81,0.42,0.48,0.5,0.58,14.11,127.71
9627,431,90762,50439837,77,12.83,11.62,144,24.0,39.62,256,42.67,39.67,0.46,0.5,0.52,0.58,18.27,149.13
9628,708,38844,26579635,82,13.67,13.46,302,50.33,101.74,295,49.17,55.91,0.46,0.43,0.46,0.43,14.11,127.57
9629,636,31332,20923411,76,12.67,13.5,293,48.83,103.22,272,45.33,52.73,0.46,0.49,0.6,0.65,20.41,120.26
9630,458,10028,5231286,82,13.67,11.55,179,29.83,51.68,265,44.17,49.89,0.51,0.52,0.42,0.45,20.68,111.07
9631,496,13556,6906496,93,15.5,16.44,190,31.67,55.96,304,50.67,59.26,0.43,0.48,0.6,0.7,23.6,122.27
9632,1105,70426,51358501,90,15.0,15.58,154,25.67,40.93,322,53.67,65.75,0.48,0.5,0.46,0.46,10.89,152.72
9633,1098,84352,65045720,91,15.17,15.04,139,23.17,37.61,300,50.0,51.33,0.38,0.36,0.52,0.49,8.98,152.18
9634,822,72132,54307322,84,14.0,12.9,165,27.5,46.85,297,49.5,57.26,0.53,0.52,0.5,0.52,5.39,143.48
9635,657,298543,313178014,80,13.33,13.4,148,24.67,38.95,264,44.0,54.68,0.48,0.49,0.38,0.4,18.26,135.56
9636,552,67082,50365536,67,11.17,10.4,162,27.0,48.01,255,42.5,53.5,0.54,0.52,0.57,0.61,6.46,118.49
9637,459,19812,12601038,80,13.33,10.76,155,25.83,35.46,234,39.0,48.37,0.6,0.56,0.46,0.47,25.7,126.38
9638,452,9620,5102454,72,12.0,9.21,149,24.83,39.71,245,40.83,47.56,0.5,0.48,0.36,0.35,11.64,138.9
9639,469,8888,4109232,77,12.83,9.99,151,25.17,43.07,271,45.17,47.77,0.38,0.38,0.53,0.58,16.84,147.21
9640,351,7450,3572202,63,10.5,9.09,98,16.33,23.59,183,30.5,34.89,0.53,0.56,0.52,0.54,29.26,150.3
9641,384,6750,3045923,57,9.5,9.48,126,21.0,33.99,201,33.5,44.9,0.54,0.57,0.54,0.6,6.44,154.91
9642,349,7777,3617437,57,9.5,9.16,118,19.67,32.25,212,35.33,42.08,0.48,0.5,0.66,0.73,17.21,151.31
9643,396,75908,41057160,61,10.17,10.76,128,21.33,36.01,215,35.83,43.79,0.48,0.5,0.42,0.46,23.54,143.75
9644,375,6493,2754873,67,11.17,10.91,113,18.83,27.77,213,35.5,44.46,0.48,0.5,0.53,0.64,20.97,137.51
9645,403,6347,2482101,82,13.67,9.56,125,20.83,29.12,259,43.17,43.26,0.48,0.51,0.51,0.54,21.94,156.64
9646,426,11986,6197691,75,12.5,12.34,150,25.0,39.26,259,43.17,49.11,0.47,0.53,0.47,0.52,11.15,157.16
9647,366,76911,41703304,76,12.67,11.71,139,23.17,33.42,232,38.67,41.94,0.52,0.55,0.52,0.56,25.04,151.37
9648,404,66511,33127236,85,14.17,13.92,155,25.83,39.07,265,44.17,52.93,0.56,0.6,0.5,0.44,27.06,163.66
9649,367,8558,4349169,84,14.0,12.31,158,26.33,39.07,254,42.33,48.17,0.66,0.69,0.47,0.56,17.54,157.9
9650,398,8807,4604225,77,12.83,13.82,116,19.33,28.42,233,38.83,45.77,0.57,0.6,0.4,0.45,7.96,167.23
9651,450,83642,45168601,76,12.67,10.05,134,22.33,34.34,271,45.17,51.2,0.61,0.63,0.48,0.48,23.24,137.06
9652,424,26769,18539263,76,12.67,10.03,134,22.33,31.18,241,40.17,44.96,0.52,0.51,0.46,0.48,31.29,151.42
9653,384,13998,9181053,70,11.67,10.54,118,19.67,22.9,216,36.0,45.18,0.61,0.61,0.48,0.52,19.4,143.93
9654,402,8880,5043074,71,11.83,9.11,132,22.0,35.27,251,41.83,47.52,0.58,0.58,0.57,0.63,19.76,156.0
9655,374,7918,2755027,77,12.83,12.51,98,16.33,23.4,232,38.67,46.54,0.51,0.55,0.45,0.49,20.68,167.13
9656,424,14360,8010971,75,12.5,10.56,112,18.67,26.41,243,40.5,50.45,0.57,0.58,0.5,0.55,24.14,163.36
9657,340,14427,9343066,76,12.67,10.88,110,18.33,26.18,231,38.5,40.14,0.54,0.57,0.43,0.46,18.56,166.15
9658,418,8325,4452602,79,13.17,12.45,125,20.83,32.36,253,42.17,48.71,0.54,0.56,0.51,0.51,16.84,166.43
9659,389,10566,6284384,65,10.83,9.17,147,24.5,41.18,244,40.67,43.04,0.51,0.54,0.44,0.44,17.99,185.07
9660,432,11101,6257897,76,12.67,10.97,119,19.83,28.6,260,43.33,55.37,0.53,0.55,0.56,0.54,26.72,169.67
9661,542,123010,79373447,92,15.33,17.53,130,21.67,30.38,312,52.0,78.33,0.63,0.61,0.48,0.45,27.69,159.97
9662,447,40900,30275630,80,13.33,14.21,115,19.17,29.43,255,42.5,57.35,0.59,0.56,0.48,0.5,10.64,156.61
9663,471,11569,6512595,80,13.33,13.43,138,23.0,33.68,277,46.17,59.02,0.56,0.59,0.54,0.62,7.39,160.02
9664,601,14239,8085904,93,15.5,16.45,143,23.83,37.71,358,59.67,82.28,0.5,0.6,0.54,0.58,20.36,169.5
9665,554,14145,7521912,95,15.83,14.15,137,22.83,33.43,316,52.67,63.19,0.55,0.57,0.45,0.49,12.99,163.44
9666,604,15428,9099596,100,16.67,17.59,130,21.67,34.6,338,56.33,80.48,0.5,0.54,0.51,0.57,16.53,160.2
