id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
72,75,30270,8878634,18,9.0,11.31,4,2.0,1.41,58,29.0,39.6,1.0,1.0,0.73,0.57,38.72,173.5
73,90,3934,1014409,25,12.5,14.85,10,5.0,4.24,77,38.5,51.62,0.75,0.82,0.71,0.6,17.07,166.46
74,77,2377,978860,24,12.0,12.73,15,7.5,4.95,70,35.0,43.84,0.66,0.5,0.45,0.36,23.08,146.66
75,90,30634,25226224,29,14.5,14.85,15,7.5,4.95,73,36.5,44.55,0.7,0.62,0.3,0.22,24.68,124.14
76,73,26605,9838176,22,11.0,11.31,13,6.5,4.95,64,32.0,41.01,0.99,0.98,0.32,0.18,28.18,139.23
77,112,12192,2895827,31,15.5,20.51,17,8.5,10.61,93,46.5,64.35,0.48,0.48,0.32,0.32,26.65,57.57
78,173,3726,1191089,27,13.5,10.61,16,8.0,2.83,73,36.5,43.13,0.94,0.98,0.43,0.36,11.94,145.7
79,215,5216,1878477,23,11.5,14.85,11,5.5,4.95,90,45.0,60.81,0.92,0.91,0.35,0.3,13.15,163.96
80,80,3162,853153,28,14.0,12.73,18,9.0,2.83,62,31.0,36.77,0.91,0.83,0.46,0.3,31.98,116.3
81,120,27620,33941449,32,16.0,14.14,17,8.5,0.71,88,44.0,50.91,0.96,0.92,0.18,0.12,20.36,158.46
82,86,3394,2341863,29,14.5,16.26,14,7.0,4.24,72,36.0,45.25,0.74,0.62,0.24,0.16,27.53,171.9
83,73,4539,954449,21,10.5,12.02,8,4.0,2.83,50,25.0,32.53,0.9,0.74,0.74,0.66,29.06,170.42
84,56,13233,1284336,23,11.5,10.61,12,6.0,2.83,46,23.0,26.87,0.98,0.94,0.73,0.64,27.54,147.36
85,73,1153,431978,23,11.5,9.19,18,9.0,5.66,58,29.0,33.94,0.96,0.98,0.62,0.54,20.6,178.43
86,36,1692,1558888,16,8.0,8.49,10,5.0,4.24,32,16.0,19.8,1.0,1.0,0.59,0.56,24.06,181.59
87,52,4065,1452911,23,11.5,10.61,16,8.0,5.66,44,22.0,25.46,0.56,0.64,0.39,0.3,40.25,139.71
89,32,745,248739,13,6.5,6.36,10,5.0,2.83,29,14.5,16.26,1.0,1.0,0.4,0.42,49.96,180.68
90,34,10025,9135541,15,7.5,4.95,14,7.0,1.41,25,12.5,9.19,0.94,0.95,0.24,0.08,35.58,152.44
91,29,310,103505,14,7.0,4.24,10,5.0,1.41,27,13.5,12.02,0.83,0.74,0.5,0.58,27.15,140.32
92,29,466,146145,17,8.5,4.95,12,6.0,1.41,27,13.5,12.02,1.0,1.0,0.32,0.3,45.81,179.91
93,19,1051,167080,14,7.0,4.24,11,5.5,2.12,18,9.0,7.07,0.36,0.31,0.33,0.29,29.06,141.88
94,11,56,11417,9,4.5,3.54,8,4.0,1.41,11,5.5,3.54,1.0,1.0,0.4,0.43,14.86,197.83
95,14,45,5005,12,6.0,5.66,12,6.0,5.66,13,6.5,6.36,0.99,0.99,0.5,0.5,7.24,125.92
96,13,105,27769,11,5.5,3.54,9,4.5,2.12,13,6.5,4.95,0.96,0.98,0.64,0.7,6.38,174.67
97,7,46,15658,5,2.5,0.71,5,2.5,0.71,7,3.5,0.71,1.0,1.0,0.18,0.16,0.76,157.29
98,11,816,128395,9,4.5,3.54,9,4.5,2.12,11,5.5,3.54,0.55,0.56,0.34,0.34,40.4,191.04
99,15,161,138488,14,7.0,2.83,12,6.0,1.41,15,7.5,2.12,0.86,0.78,0.38,0.28,6.98,127.28
100,10,38,8692,9,4.5,0.71,8,4.0,0.0,10,5.0,1.41,1.0,1.0,0.26,0.16,1.6,139.21
101,10,771,274905,10,5.0,2.83,9,4.5,2.12,10,5.0,2.83,0.32,0.34,0.78,0.8,21.48,133.43
102,14,68,12063,10,5.0,0.0,12,6.0,1.41,12,6.0,1.41,1.0,1.0,0.4,0.26,7.21,168.98
103,6,85,17802,6,3.0,1.41,5,2.5,0.71,6,3.0,1.41,0.74,0.74,0.76,0.9,36.94,179.25
104,11,98,24584,9,4.5,0.71,9,4.5,2.12,10,5.0,1.41,0.99,1.0,0.65,0.68,25.82,138.4
105,6,54,6595,5,2.5,2.12,6,3.0,1.41,6,3.0,1.41,1.0,1.0,0.4,0.34,14.56,200.12
106,9,102,21951,7,3.5,2.12,6,3.0,1.41,7,3.5,2.12,0.98,0.99,0.48,0.48,12.43,198.28
107,9,734,258461,8,4.0,2.83,8,4.0,2.83,8,4.0,2.83,0.54,0.52,0.63,0.65,38.37,200.82
108,13,915,151279,12,6.0,5.66,7,3.5,2.12,13,6.5,6.36,0.6,0.63,0.3,0.33,48.88,105.32
109,13,77,15606,11,5.5,0.71,10,5.0,1.41,13,6.5,0.71,1.0,1.0,0.69,0.53,21.98,163.45
110,15,57,19900,11,5.5,2.12,12,6.0,1.41,14,7.0,2.83,0.84,0.81,0.3,0.2,20.44,173.56
111,13,167,25668,11,5.5,0.71,10,5.0,1.41,13,6.5,0.71,1.0,1.0,0.62,0.56,29.43,168.17
113,12,200,66022,12,6.0,2.83,9,4.5,0.71,12,6.0,2.83,0.87,0.88,0.72,0.79,24.8,145.88
114,18,206,44523,11,5.5,2.12,10,5.0,1.41,15,7.5,2.12,1.0,1.0,0.52,0.4,31.97,174.02
115,14,751,121480,11,5.5,4.95,10,5.0,4.24,13,6.5,6.36,0.56,0.58,0.14,0.14,26.9,189.38
116,19,181,40954,14,7.0,1.41,13,6.5,0.71,18,9.0,4.24,0.94,0.94,0.39,0.33,20.08,173.8
117,6,31,4095,6,3.0,2.83,6,3.0,2.83,6,3.0,2.83,1.0,1.0,0.22,0.18,11.54,171.7
119,8,72,20648,7,3.5,2.12,5,2.5,0.71,8,4.0,2.83,1.0,1.0,0.33,0.24,5.61,197.58
120,11,890,141593,9,4.5,3.54,7,3.5,2.12,9,4.5,3.54,0.62,0.64,0.31,0.29,49.2,117.16
121,11,1589,416299,11,5.5,6.36,5,2.5,2.12,11,5.5,6.36,0.54,0.54,0.52,0.51,24.74,170.35
122,12,852,282039,11,5.5,4.95,7,3.5,2.12,12,6.0,5.66,0.57,0.54,0.74,0.73,30.2,115.65
124,8,12,804,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.84,0.74,0.38,0.32,0.04,182.46
126,15,101,20634,12,6.0,0.0,11,5.5,2.12,13,6.5,0.71,0.94,0.93,0.41,0.28,21.14,148.12
127,20,123,26284,13,6.5,2.12,14,7.0,0.0,18,9.0,2.83,0.93,0.92,0.54,0.48,12.13,178.5
128,14,64,24634,9,4.5,0.71,9,4.5,0.71,12,6.0,2.83,0.99,1.0,0.46,0.38,12.1,145.5
129,7,9,369,6,3.0,1.41,6,3.0,1.41,6,3.0,1.41,0.68,0.75,0.4,0.43,0.0,179.3
130,13,168,38991,12,6.0,2.83,12,6.0,2.83,13,6.5,3.54,0.87,0.8,0.32,0.34,16.44,146.8
131,14,140,44438,9,4.5,2.12,8,4.0,1.41,13,6.5,2.12,1.0,1.0,0.45,0.4,7.86,165.9
132,13,140,28974,10,5.0,2.83,10,5.0,2.83,12,6.0,4.24,1.0,1.0,0.24,0.2,14.28,151.02
133,13,27,8760,10,5.0,2.83,11,5.5,3.54,11,5.5,3.54,0.97,1.0,0.11,0.06,0.14,193.0
134,12,62,6459,11,5.5,3.54,9,4.5,2.12,11,5.5,3.54,1.0,1.0,0.36,0.3,27.31,178.5
135,24,185,43469,18,9.0,4.24,16,8.0,1.41,21,10.5,4.95,1.0,1.0,0.3,0.21,9.53,177.41
137,10,118,15486,8,4.0,4.24,6,3.0,2.83,9,4.5,4.95,0.99,1.0,0.79,0.81,29.0,179.72
138,15,83,15937,12,6.0,4.24,12,6.0,2.83,14,7.0,4.24,0.98,0.99,0.57,0.48,18.96,181.96
139,20,105,17585,16,8.0,1.41,17,8.5,0.71,19,9.5,2.12,0.88,0.8,0.26,0.17,9.92,154.96
140,9,136,25464,8,4.0,2.83,5,2.5,0.71,8,4.0,2.83,1.0,1.0,0.4,0.36,54.26,159.43
141,12,832,148956,11,5.5,2.12,10,5.0,0.0,12,6.0,1.41,0.58,0.65,0.29,0.36,78.3,147.56
142,17,193,47198,13,6.5,6.36,11,5.5,4.95,16,8.0,8.49,1.0,1.0,0.6,0.48,32.64,124.24
143,13,64,11024,12,6.0,1.41,11,5.5,0.71,13,6.5,2.12,0.97,0.96,0.2,0.2,8.78,144.0
144,22,1583,485675,14,7.0,2.83,12,6.0,0.0,18,9.0,5.66,0.56,0.54,0.65,0.66,32.48,151.61
145,21,299,56951,19,9.5,6.36,14,7.0,2.83,19,9.5,6.36,1.0,1.0,0.5,0.47,22.86,145.48
146,25,120,23218,19,9.5,3.54,19,9.5,0.71,23,11.5,3.54,0.97,0.98,0.46,0.5,6.06,184.06
147,16,137,19110,14,7.0,4.24,11,5.5,0.71,16,8.0,4.24,1.0,1.0,0.48,0.4,38.25,174.44
149,14,81,13345,11,5.5,0.71,12,6.0,1.41,14,7.0,0.0,1.0,1.0,0.31,0.24,12.57,167.57
150,8,38,12177,6,3.0,2.83,7,3.5,2.12,7,3.5,2.12,0.98,1.0,0.29,0.26,0.48,187.0
151,19,754,130321,15,7.5,2.12,16,8.0,2.83,17,8.5,3.54,0.56,0.62,0.16,0.14,11.74,197.36
152,17,103,11242,12,6.0,4.24,12,6.0,2.83,15,7.5,4.95,0.98,0.98,0.39,0.41,28.39,187.79
153,21,153,27530,16,8.0,5.66,14,7.0,2.83,19,9.5,6.36,1.0,1.0,0.42,0.34,13.2,148.26
156,8,40,8090,8,4.0,1.41,7,3.5,0.71,8,4.0,1.41,1.0,1.0,0.18,0.13,35.6,146.2
157,13,291,56026,10,5.0,2.83,6,3.0,0.0,11,5.5,3.54,1.0,1.0,0.46,0.51,44.42,127.45
159,10,154,42006,9,4.5,2.12,7,3.5,0.71,10,5.0,2.83,1.0,1.0,0.34,0.24,24.9,168.26
161,16,66,12194,9,4.5,0.71,10,5.0,1.41,15,7.5,0.71,0.7,0.62,0.48,0.43,1.32,138.38
162,23,831,280953,16,8.0,4.24,15,7.5,2.12,21,10.5,2.12,0.28,0.2,0.5,0.49,29.85,150.0
164,16,341,109421,15,7.5,6.36,8,4.0,1.41,15,7.5,6.36,0.91,0.78,0.58,0.64,32.62,130.36
165,90,7636,8053934,26,13.0,11.31,14,7.0,1.41,57,28.5,31.82,0.98,0.99,0.24,0.14,6.6,161.96
166,115,5153,1777252,24,12.0,11.31,12,6.0,2.83,69,34.5,43.13,0.6,0.55,0.48,0.45,10.0,108.9
167,161,8673,3936180,32,16.0,18.38,16,8.0,7.07,115,57.5,77.07,0.78,0.91,0.78,0.57,12.08,167.52
168,163,4757,2872349,22,11.0,11.31,12,6.0,4.24,115,57.5,77.07,0.6,0.42,0.37,0.26,13.66,139.39
169,145,11631,7550325,30,15.0,16.97,17,8.5,7.78,96,48.0,63.64,0.8,0.87,0.62,0.54,12.28,167.36
170,85,5629,2004667,25,12.5,14.85,14,7.0,7.07,64,32.0,42.43,0.67,0.74,0.4,0.36,29.14,167.88
172,84,29077,26526748,24,12.0,12.73,13,6.5,4.95,64,32.0,41.01,0.53,0.51,0.34,0.21,15.66,98.1
173,98,9166,2232143,29,14.5,16.26,13,6.5,4.95,86,43.0,56.57,0.77,0.78,0.6,0.53,24.18,133.4
174,146,59745,24993996,33,16.5,20.51,10,5.0,4.24,108,54.0,73.54,0.97,0.93,0.26,0.19,27.82,167.62
175,121,27140,7600379,30,15.0,16.97,10,5.0,2.83,98,49.0,63.64,0.74,0.65,0.37,0.24,23.29,114.13
176,132,22847,24560903,29,14.5,17.68,13,6.5,6.36,92,46.0,62.23,0.56,0.52,0.18,0.14,18.42,167.47
179,236,56215,40013293,38,19.0,22.63,16,8.0,7.07,147,73.5,99.7,0.98,0.98,0.34,0.18,17.17,99.6
182,225,173035,223775542,34,17.0,21.21,12,6.0,5.66,140,70.0,96.17,1.0,1.0,0.31,0.26,21.28,165.24
183,245,18332,13408043,35,17.5,19.09,16,8.0,4.24,156,78.0,103.24,0.99,1.0,0.44,0.28,16.26,165.99
184,154,26115,17075146,29,14.5,16.26,13,6.5,4.95,115,57.5,77.07,0.69,0.56,0.32,0.18,20.2,101.12
185,154,6371,2498226,30,15.0,19.8,11,5.5,6.36,100,50.0,69.3,0.92,0.94,0.76,0.63,23.46,167.94
186,213,16481,8598336,42,21.0,25.46,13,6.5,4.95,145,72.5,98.29,0.92,0.85,0.34,0.29,23.7,167.77
189,218,15263,8939886,45,22.5,28.99,16,8.0,7.07,158,79.0,107.48,0.98,0.98,0.32,0.21,19.12,163.1
190,258,36589,35475396,44,22.0,26.87,17,8.5,7.78,174,87.0,118.79,0.72,0.68,0.35,0.27,16.93,164.66
192,162,26067,12440530,27,13.5,16.26,12,6.0,5.66,110,55.0,74.95,1.0,1.0,0.58,0.3,24.88,167.32
193,177,7045,1875137,29,14.5,16.26,12,6.0,4.24,119,59.5,79.9,0.92,0.95,0.33,0.29,26.85,135.83
195,282,29161,14821344,44,22.0,28.28,13,6.5,6.36,169,84.5,116.67,0.92,0.97,0.57,0.4,17.07,135.44
196,168,17450,16623234,31,15.5,19.09,12,6.0,5.66,119,59.5,81.32,0.97,0.98,0.64,0.54,20.44,164.29
197,200,25761,11953793,37,18.5,23.33,9,4.5,3.54,128,64.0,87.68,0.66,0.59,0.62,0.35,19.54,113.81
199,310,63556,48614944,36,18.0,22.63,13,6.5,6.36,191,95.5,132.23,0.99,1.0,0.42,0.27,18.01,164.94
201,175,17945,8154896,36,18.0,21.21,13,6.5,4.95,118,59.0,79.2,0.89,0.88,0.41,0.16,24.35,136.28
202,131,93643,114744293,29,14.5,19.09,10,5.0,5.66,97,48.5,67.18,1.0,1.0,0.26,0.17,21.4,162.02
203,195,23488,10645975,39,19.5,24.75,16,8.0,8.49,134,67.0,91.92,0.76,0.62,0.64,0.55,21.44,167.9
205,161,12314,3288105,34,17.0,19.8,11,5.5,3.54,120,60.0,80.61,0.96,0.96,0.34,0.33,21.82,165.21
206,169,32820,12699076,35,17.5,19.09,16,8.0,5.66,118,59.0,77.78,1.0,1.0,0.57,0.58,30.56,169.42
207,123,26096,10400299,38,19.0,18.38,19,9.5,4.95,101,50.5,62.93,0.87,0.84,0.27,0.28,26.24,136.27
208,133,5130,1576267,31,15.5,16.26,13,6.5,3.54,103,51.5,67.18,0.96,0.94,0.4,0.38,25.72,167.96
209,207,16380,8410277,34,17.0,18.38,16,8.0,5.66,129,64.5,85.56,0.99,0.99,0.46,0.34,21.54,166.82
212,116,9975,1404275,28,14.0,15.56,11,5.5,3.54,92,46.0,60.81,0.98,0.91,0.92,0.82,34.82,163.05
213,140,28309,5039955,29,14.5,19.09,12,6.0,7.07,99,49.5,68.59,0.98,0.99,0.32,0.3,23.57,66.14
214,210,26540,8533991,32,16.0,18.38,12,6.0,4.24,147,73.5,99.7,0.99,1.0,0.62,0.32,20.96,166.59
215,153,21547,19665928,27,13.5,16.26,11,5.5,4.95,110,55.0,74.95,0.77,0.82,0.32,0.18,18.44,168.86
216,169,21715,7095833,30,15.0,18.38,14,7.0,5.66,120,60.0,80.61,0.86,0.84,0.68,0.68,20.84,165.9
217,143,32056,12500152,25,12.5,13.44,11,5.5,2.12,89,44.5,58.69,0.94,0.86,0.44,0.25,23.12,90.73
218,123,13174,10454491,34,17.0,18.38,17,8.5,4.95,98,49.0,62.23,0.79,0.78,0.42,0.3,19.7,150.17
219,103,13775,4646343,30,15.0,16.97,15,7.5,6.36,78,39.0,50.91,0.9,0.76,0.63,0.36,14.49,161.26
220,192,11171,7806326,38,19.0,22.63,15,7.5,6.36,150,75.0,101.82,0.86,0.95,0.42,0.34,15.74,167.56
222,93,11929,9371044,32,16.0,14.14,15,7.5,2.12,78,39.0,46.67,0.6,0.39,0.24,0.18,25.96,120.21
223,88,3976,2419262,31,15.5,20.51,9,4.5,4.95,78,39.0,53.74,0.86,0.92,0.72,0.6,36.9,170.2
224,70,7396,3883182,32,16.0,14.14,17,8.5,2.12,63,31.5,34.65,0.98,0.98,0.44,0.32,33.86,140.89
225,55,4137,1269041,18,9.0,7.07,13,6.5,0.71,45,22.5,23.33,0.6,0.65,0.28,0.3,22.03,154.23
226,68,1581,460667,21,10.5,13.44,11,5.5,4.95,57,28.5,37.48,0.93,0.93,0.43,0.41,13.65,167.65
228,108,3008,1137060,25,12.5,13.44,13,6.5,4.95,76,38.0,49.5,0.73,0.72,0.48,0.41,14.74,167.77
229,87,151341,162119820,22,11.0,12.73,13,6.5,6.36,58,29.0,38.18,1.0,1.0,0.64,0.5,16.73,170.81
230,80,2464,1306412,23,11.5,10.61,14,7.0,4.24,68,34.0,42.43,0.81,0.8,0.58,0.46,13.95,171.12
232,35,631,289287,17,8.5,7.78,9,4.5,2.12,32,16.0,18.38,0.86,0.88,0.36,0.3,27.48,159.76
233,38,1012,234054,15,7.5,7.78,9,4.5,3.54,35,17.5,21.92,0.97,0.94,0.75,0.76,30.9,173.78
235,42,1061,696718,19,9.5,9.19,8,4.0,1.41,38,19.0,22.63,0.98,0.99,0.4,0.34,30.22,111.98
236,28,686,176262,14,7.0,7.07,10,5.0,4.24,26,13.0,15.56,0.98,0.92,0.6,0.46,34.26,141.86
237,21,586,171529,11,5.5,3.54,6,3.0,0.0,20,10.0,9.9,0.98,0.96,0.66,0.66,48.74,188.3
238,17,954,168578,10,5.0,1.41,10,5.0,0.0,16,8.0,4.24,0.84,0.87,0.32,0.3,30.58,173.82
239,25,484,128841,16,8.0,8.49,6,3.0,1.41,22,11.0,12.73,1.0,1.0,0.45,0.36,38.52,137.32
240,16,364,70253,13,6.5,7.78,6,3.0,2.83,16,8.0,9.9,0.92,0.97,0.72,0.8,52.12,184.24
242,18,178,60937,11,5.5,3.54,8,4.0,0.0,16,8.0,5.66,1.0,1.0,0.4,0.36,12.04,176.68
243,13,156,23601,11,5.5,2.12,7,3.5,0.71,13,6.5,3.54,0.76,0.88,0.62,0.51,39.17,191.03
244,14,197,62248,10,5.0,1.41,7,3.5,0.71,13,6.5,3.54,0.6,0.48,0.53,0.39,6.51,116.68
245,17,485,214306,9,4.5,3.54,9,4.5,2.12,14,7.0,5.66,0.77,0.7,0.41,0.52,46.56,187.84
246,21,1012,306252,15,7.5,6.36,12,6.0,4.24,18,9.0,8.49,0.56,0.55,0.62,0.62,40.7,187.58
247,21,456,109837,13,6.5,6.36,10,5.0,4.24,19,9.5,10.61,0.77,0.82,0.42,0.38,25.95,84.09
248,17,720,200500,11,5.5,4.95,6,3.0,1.41,15,7.5,7.78,0.64,0.59,0.61,0.62,51.75,184.96
