id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
25,847,273609,146167426,85,28.33,29.69,23,7.67,2.08,383,127.67,131.61,1.0,1.0,0.48,0.14,9.85,94.39
26,812,67179,49376842,85,21.25,24.32,35,8.75,4.65,363,90.75,123.77,0.82,0.8,0.53,0.36,11.57,112.92
27,790,94372,80192654,97,24.25,24.82,24,6.0,1.83,386,96.5,121.61,0.81,0.79,0.27,0.09,9.57,126.06
28,885,59417,35488125,101,33.67,33.25,19,6.33,3.51,387,129.0,123.11,0.88,0.83,0.44,0.15,9.43,111.31
29,871,54620,37321069,117,29.25,31.57,27,6.75,2.63,411,102.75,127.15,0.94,0.91,0.46,0.28,7.8,117.1
30,699,38123,19668561,89,29.67,29.28,16,5.33,2.52,348,116.0,126.08,0.99,1.0,0.55,0.28,11.39,134.7
31,575,92857,66336785,82,20.5,22.47,21,5.25,2.5,267,66.75,80.05,1.0,1.0,0.43,0.24,10.15,128.22
32,563,119729,49449629,73,24.33,26.08,12,4.0,2.0,286,95.33,97.77,1.0,1.0,0.76,0.4,13.68,136.27
33,861,93259,70047155,107,26.75,30.89,25,6.25,2.63,405,101.25,124.39,0.85,0.82,0.41,0.25,7.18,132.6
34,911,98832,61981918,104,26.0,26.46,21,5.25,2.06,444,111.0,132.61,0.94,0.96,0.5,0.36,9.46,137.1
35,706,61544,36856875,88,22.0,24.45,22,5.5,4.8,361,90.25,107.07,1.0,1.0,0.46,0.26,9.02,141.28
36,975,159485,112013826,97,24.25,26.21,29,7.25,4.79,443,110.75,127.63,1.0,1.0,0.48,0.27,8.36,152.25
37,940,68059,31248618,91,22.75,22.74,30,7.5,5.2,422,105.5,116.94,0.84,0.79,0.54,0.29,12.49,153.88
38,883,218634,128007234,78,26.0,21.66,21,7.0,2.65,373,124.33,104.27,0.99,1.0,0.5,0.23,11.35,101.06
39,976,183064,117830312,105,35.0,28.83,32,10.67,9.07,435,145.0,122.56,0.93,0.84,0.52,0.3,13.43,134.12
40,802,402235,270098149,98,24.5,25.98,23,5.75,4.03,408,102.0,115.16,0.94,0.91,0.66,0.48,8.7,153.19
41,825,165498,163160686,102,34.0,29.21,22,7.33,2.52,425,141.67,138.12,0.99,1.0,0.37,0.17,12.45,98.68
42,780,139756,69787620,91,22.75,27.22,21,5.25,3.4,377,94.25,112.97,0.94,0.92,0.62,0.43,10.22,105.2
43,895,271534,178135308,106,35.33,31.5,19,6.33,2.52,448,149.33,154.15,0.83,0.71,0.5,0.32,13.6,118.47
44,859,57053,38086498,104,26.0,30.31,38,9.5,8.27,421,105.25,135.05,0.99,1.0,0.58,0.41,7.91,165.88
45,778,46156,14214860,88,29.33,24.34,32,10.67,8.62,364,121.33,119.01,0.99,1.0,0.78,0.53,13.23,134.86
46,820,100335,77133227,94,31.33,25.32,38,12.67,11.59,375,125.0,115.33,0.93,0.87,0.54,0.33,11.2,135.96
47,742,116606,34487259,97,24.25,25.45,49,12.25,15.95,379,94.75,113.98,1.0,1.0,0.46,0.21,6.84,132.5
48,639,81719,54412825,80,20.0,20.25,22,5.5,4.51,309,77.25,86.33,0.99,1.0,0.54,0.31,8.3,130.11
49,863,83913,81599439,100,33.33,26.95,26,8.67,3.21,417,139.0,122.43,0.98,1.0,0.4,0.25,11.74,86.15
50,930,95987,55674999,97,24.25,27.69,22,5.5,2.38,440,110.0,130.23,0.94,0.9,0.49,0.33,8.59,163.25
51,1102,175408,121365162,111,27.75,29.41,24,6.0,2.31,494,123.5,145.37,1.0,1.0,0.55,0.35,9.38,150.32
52,869,92442,60746519,86,21.5,21.27,22,5.5,2.65,389,97.25,118.49,1.0,1.0,0.39,0.17,9.22,134.86
53,595,47802,40176333,79,26.33,22.37,21,7.0,4.0,291,97.0,94.0,0.99,1.0,0.4,0.21,13.24,137.31
54,846,73338,48283003,96,24.0,26.01,21,5.25,2.75,428,107.0,127.65,0.92,0.88,0.4,0.23,8.59,138.24
55,929,101595,62737739,111,27.75,25.62,35,8.75,2.75,422,105.5,116.83,0.94,0.95,0.46,0.3,10.56,164.07
56,1250,289935,189363459,81,20.25,22.77,17,4.25,1.5,517,129.25,176.55,0.85,0.81,0.52,0.31,11.44,137.6
57,770,102265,53049038,95,23.75,22.95,29,7.25,2.87,391,97.75,123.72,0.9,0.86,0.46,0.25,12.31,105.53
58,606,112366,73129515,76,19.0,19.61,20,5.0,2.94,322,80.5,100.5,0.95,0.94,0.54,0.35,8.98,153.7
59,581,61795,33681517,82,20.5,22.71,23,5.75,0.96,325,81.25,100.44,0.92,0.9,0.4,0.21,8.59,131.64
60,304,18822,10573008,59,14.75,14.86,20,5.0,0.82,185,46.25,56.04,0.96,0.93,0.42,0.34,9.3,149.19
61,288,9953,4462095,65,16.25,14.71,27,6.75,2.63,181,45.25,48.65,0.97,0.96,0.49,0.31,7.05,159.08
62,186,5878,4421253,43,10.75,9.78,24,6.0,3.16,121,30.25,34.59,0.99,1.0,0.37,0.32,12.24,169.96
63,120,48750,31637791,50,16.67,12.1,16,5.33,2.08,95,31.67,26.41,0.86,0.71,0.68,0.4,12.78,135.63
64,60,4538,1499957,26,6.5,6.03,19,4.75,3.3,45,11.25,13.57,1.0,1.0,0.6,0.46,15.68,154.68
65,65,5300,4479836,26,13.0,1.41,11,5.5,0.71,50,25.0,8.49,0.96,0.98,0.47,0.27,14.97,84.01
66,65,2929,3369188,44,11.0,5.89,27,6.75,1.26,60,15.0,10.46,0.88,0.88,0.4,0.32,4.83,139.68
67,60,16432,15384827,29,7.25,6.02,16,4.0,1.41,48,12.0,10.49,0.81,0.8,0.4,0.34,8.48,127.02
68,62,11384,6444712,28,7.0,3.56,16,4.0,0.82,55,13.75,11.44,0.79,0.7,0.49,0.37,12.12,148.28
69,32,517,127443,20,6.67,5.51,14,4.67,2.08,31,10.33,10.21,0.99,1.0,0.63,0.52,14.12,123.97
70,30,542,231409,19,4.75,2.06,17,4.25,1.71,26,6.5,5.2,0.87,0.84,0.41,0.35,0.78,136.93
71,38,367,156088,24,6.0,5.35,22,5.5,2.38,35,8.75,8.85,0.94,0.93,0.47,0.44,2.91,180.84
72,23,616,70446,15,3.75,2.87,16,4.0,2.16,19,4.75,3.59,1.0,1.0,0.42,0.43,16.79,169.5
73,21,59,13041,18,4.5,3.11,18,4.5,2.65,21,5.25,4.03,0.96,0.98,0.4,0.37,1.47,177.33
74,49,510,210457,17,5.67,5.03,42,14.0,16.82,21,7.0,7.21,0.98,0.99,0.71,0.77,0.39,159.45
75,35,329,134590,27,6.75,4.35,23,5.75,2.22,34,8.5,7.19,0.87,0.8,0.52,0.52,9.07,185.62
76,36,1156,681563,17,5.67,5.51,19,6.33,5.77,27,9.0,10.39,1.0,1.0,0.36,0.29,2.52,153.73
77,38,842,257108,23,7.67,8.08,17,5.67,4.62,33,11.0,13.86,0.84,0.81,0.44,0.41,4.59,170.79
78,37,620,279335,22,7.33,4.16,20,6.67,3.06,30,10.0,8.72,0.95,0.87,0.36,0.21,1.44,176.8
79,29,1509,595393,17,5.67,5.69,15,5.0,4.0,26,8.67,10.02,0.96,0.88,0.42,0.47,14.04,132.52
80,35,909,473655,17,4.25,3.59,15,3.75,2.75,29,7.25,9.32,0.92,0.89,0.74,0.63,7.73,152.5
81,60,4715,1259839,26,6.5,5.8,16,4.0,2.94,44,11.0,11.17,1.0,1.0,0.63,0.57,8.74,144.82
82,47,889,427302,28,7.0,5.72,20,5.0,2.45,42,10.5,11.39,1.0,1.0,0.42,0.32,0.4,163.8
83,44,841,376248,21,5.25,4.57,14,3.5,1.73,35,8.75,11.53,1.0,1.0,0.47,0.37,0.89,151.51
84,33,498,154556,21,7.0,3.61,20,6.67,3.06,27,9.0,7.0,0.99,1.0,0.6,0.57,10.71,192.75
85,51,4541,1881465,24,6.0,4.69,21,5.25,1.89,37,9.25,10.53,0.86,0.8,0.31,0.28,9.54,171.29
86,52,847,375002,23,5.75,4.86,22,5.5,3.7,42,10.5,13.67,0.99,1.0,0.47,0.38,3.42,160.36
87,38,1261,315680,19,4.75,4.86,15,3.75,2.87,29,7.25,9.84,1.0,1.0,0.5,0.48,7.78,176.7
88,40,577,237279,23,7.67,4.16,24,8.0,4.58,36,12.0,9.0,0.92,0.88,0.47,0.39,7.3,162.92
89,41,3287,1185807,21,7.0,4.58,13,4.33,1.15,36,12.0,10.82,0.91,0.85,0.48,0.38,14.36,145.81
90,61,1041,609774,27,6.75,4.65,26,6.5,5.74,53,13.25,12.66,0.75,0.62,0.44,0.44,9.82,131.17
91,42,2199,918342,21,5.25,4.19,17,4.25,2.5,29,7.25,8.02,1.0,1.0,0.4,0.31,6.18,180.15
92,45,1192,522041,19,4.75,3.3,14,3.5,1.91,33,8.25,8.18,1.0,1.0,0.59,0.4,7.15,169.7
93,48,902,332467,26,6.5,4.51,22,5.5,2.65,42,10.5,10.66,0.91,0.84,0.68,0.51,7.17,147.7
94,35,838,245991,17,4.25,2.06,17,4.25,2.06,27,6.75,5.25,0.92,0.9,0.4,0.33,8.05,176.55
95,31,1798,1014332,17,5.67,4.62,14,4.67,3.06,29,9.67,10.69,1.0,1.0,0.5,0.28,10.15,132.7
96,31,2894,940675,20,6.67,5.69,15,5.0,3.0,27,9.0,9.64,0.94,0.96,0.56,0.53,5.53,165.47
97,40,803,346166,17,5.67,5.51,14,4.67,2.52,30,10.0,10.44,0.99,1.0,0.44,0.32,6.16,141.99
98,34,1088,431737,17,5.67,5.03,15,5.0,4.0,28,9.33,11.15,0.99,1.0,0.6,0.46,16.08,69.2
99,32,1555,835699,16,4.0,4.08,11,2.75,1.71,25,6.25,7.89,1.0,1.0,0.58,0.47,12.97,147.53
100,53,18430,11269578,28,7.0,5.35,25,6.25,2.87,40,10.0,8.98,0.96,0.97,0.41,0.24,10.23,126.05
101,37,867,375923,21,5.25,3.95,17,4.25,2.06,32,8.0,8.16,0.82,0.59,0.71,0.54,7.68,149.96
102,37,1281,447608,16,4.0,3.37,15,3.75,2.36,29,7.25,9.22,0.83,0.8,0.36,0.29,11.79,158.62
103,44,1747,847120,21,5.25,2.99,20,5.0,2.45,32,8.0,6.98,0.77,0.69,0.44,0.36,2.17,128.43
104,24,612,292185,12,4.0,3.61,11,3.67,3.06,21,7.0,8.72,0.98,1.0,0.72,0.57,2.27,165.63
105,30,3263,1082495,19,4.75,2.99,16,4.0,1.41,27,6.75,6.9,0.8,0.7,0.43,0.45,4.41,132.62
106,44,898,364498,24,6.0,3.16,21,5.25,2.06,35,8.75,8.34,0.79,0.66,0.66,0.56,7.7,167.45
107,47,1464,583842,24,6.0,5.48,24,6.0,4.24,42,10.5,13.72,0.96,0.92,0.32,0.22,4.85,185.22
108,28,365,101260,16,4.0,3.56,13,3.25,2.06,23,5.75,6.95,0.74,0.75,0.66,0.64,9.3,142.06
109,41,3077,969449,24,6.0,4.97,24,6.0,4.32,31,7.75,6.65,0.92,0.83,0.49,0.5,6.85,146.38
110,57,1214,482594,26,6.5,4.73,31,7.75,6.95,40,10.0,10.8,0.88,0.74,0.5,0.28,10.47,159.07
111,44,1421,762950,22,5.5,5.07,19,4.75,3.86,34,8.5,9.68,0.98,0.99,0.61,0.52,2.93,186.62
112,46,870,388779,22,5.5,2.65,21,5.25,1.5,35,8.75,8.22,1.0,1.0,0.48,0.4,0.4,206.52
113,35,4037,1421872,17,5.67,5.03,12,4.0,2.0,26,8.67,9.07,0.9,0.85,0.47,0.44,4.53,182.12
114,24,123,33386,18,6.0,1.0,21,7.0,1.73,21,7.0,2.0,1.0,1.0,0.37,0.31,1.93,169.19
115,19,383,69978,15,3.75,3.59,16,4.0,4.08,18,4.5,5.07,0.94,0.89,0.62,0.56,6.38,136.71
116,31,369,67577,23,5.75,3.59,26,6.5,4.04,29,7.25,5.44,0.97,0.97,0.54,0.53,4.35,170.45
117,26,7545,3844510,14,4.67,3.79,12,4.0,2.0,21,7.0,7.0,0.92,0.9,0.75,0.61,22.55,132.3
118,26,1005,527723,13,4.33,2.31,13,4.33,2.31,21,7.0,6.93,1.0,1.0,0.52,0.35,5.74,129.9
119,32,166,33086,27,6.75,2.22,25,6.25,0.96,31,7.75,3.59,0.85,0.83,0.45,0.41,5.27,130.72
120,25,355,37067,15,3.75,2.5,19,4.75,2.5,22,5.5,3.32,0.82,0.66,0.36,0.46,14.96,181.23
121,35,423,75379,21,5.25,4.03,19,4.75,2.5,26,6.5,5.07,0.77,0.76,0.38,0.36,12.98,161.64
122,26,315,96527,17,4.25,5.19,17,4.25,5.19,23,5.75,8.18,1.0,1.0,0.46,0.44,3.47,165.1
123,36,635,247611,18,4.5,2.65,24,6.0,4.24,27,6.75,5.68,0.96,0.94,0.61,0.55,6.5,154.48
124,53,1256,508793,13,4.33,5.77,38,12.67,17.62,23,7.67,8.96,0.87,0.82,0.45,0.38,6.71,110.26
125,41,3116,943018,24,8.0,7.0,24,8.0,6.24,34,11.33,11.93,1.0,1.0,0.41,0.37,6.84,146.53
126,32,1364,653066,18,4.5,3.32,15,3.75,2.06,29,7.25,8.06,0.94,0.94,0.43,0.3,5.96,148.06
127,36,1891,810034,20,6.67,6.43,19,6.33,4.51,29,9.67,9.87,0.75,0.71,0.43,0.32,18.37,181.27
128,36,994,246140,26,6.5,4.43,25,6.25,3.95,30,7.5,5.8,0.92,0.85,0.44,0.43,12.1,189.51
129,28,962,494921,17,5.67,2.89,15,5.0,1.0,23,7.67,5.51,0.76,0.78,0.41,0.27,7.07,139.45
130,38,416,180210,25,6.25,3.95,23,5.75,2.22,34,8.5,7.19,0.93,0.9,0.54,0.42,1.32,170.19
131,50,3832,3303267,25,6.25,2.5,21,5.25,0.5,38,9.5,7.72,0.82,0.76,0.44,0.34,5.43,140.89
132,37,948,480615,23,7.67,2.89,23,7.67,1.15,31,10.33,5.77,0.92,0.93,0.4,0.29,4.13,171.28
133,26,633,312611,14,4.67,3.51,13,4.33,3.06,23,7.67,8.33,0.97,0.93,0.65,0.51,0.88,171.45
134,49,736,239494,23,5.75,2.87,24,6.0,2.71,35,8.75,7.27,0.97,0.96,0.39,0.29,5.36,185.98
135,40,1010,487629,22,7.33,5.86,21,7.0,5.29,35,11.67,9.02,0.72,0.71,0.44,0.28,8.28,149.33
136,45,873,151903,27,6.75,5.68,26,6.5,4.2,35,8.75,8.42,0.86,0.8,0.58,0.6,6.28,188.2
137,41,797,225267,23,5.75,3.1,23,5.75,1.71,34,8.5,7.05,0.94,0.92,0.34,0.3,6.0,178.25
138,35,992,527257,25,8.33,2.08,25,8.33,1.15,29,9.67,3.06,0.86,0.82,0.43,0.29,5.7,151.01
139,46,657,202391,23,5.75,3.59,26,6.5,2.38,35,8.75,8.88,0.75,0.72,0.42,0.42,3.79,125.05
140,51,3874,1301893,27,9.0,3.61,24,8.0,2.0,40,13.33,11.02,0.98,0.92,0.44,0.4,11.46,155.17
141,39,1224,610071,20,5.0,2.58,21,5.25,2.75,30,7.5,5.57,0.82,0.83,0.4,0.3,5.43,180.6
142,53,1817,880602,28,9.33,5.69,23,7.67,3.21,45,15.0,13.45,0.89,0.85,0.41,0.25,5.51,161.07
143,52,3769,1501242,31,7.75,5.74,26,6.5,3.87,42,10.5,11.12,0.91,0.84,0.48,0.46,2.5,171.86
144,43,559,93084,31,7.75,2.06,31,7.75,2.36,40,10.0,3.56,0.86,0.82,0.32,0.35,7.7,166.44
145,47,1755,854750,25,6.25,3.86,21,5.25,1.5,36,9.0,8.72,0.97,0.97,0.37,0.24,3.08,174.19
146,40,1552,859116,22,7.33,2.52,27,9.0,4.36,32,10.67,7.23,0.95,0.94,0.42,0.29,7.46,169.54
147,42,2839,1675623,23,5.75,2.06,24,6.0,2.45,33,8.25,4.99,0.88,0.82,0.3,0.17,0.84,147.56
148,48,1373,753124,29,7.25,4.65,30,7.5,4.2,38,9.5,7.59,0.86,0.87,0.37,0.27,5.5,179.11
149,50,2050,1168795,21,5.25,3.86,24,6.0,4.08,36,9.0,10.03,0.94,0.9,0.36,0.29,0.61,199.71
150,28,1302,743982,11,5.5,2.12,21,10.5,9.19,14,7.0,4.24,0.55,0.56,0.62,0.34,3.42,144.77
151,31,3178,1707262,19,6.33,3.21,18,6.0,2.0,25,8.33,5.86,0.93,0.91,0.37,0.22,13.97,186.63
152,30,230,52037,19,6.33,5.13,17,5.67,3.06,28,9.33,9.29,0.91,0.9,0.43,0.37,11.47,202.11
153,179,12341,6752729,48,12.0,12.91,23,5.75,1.26,128,32.0,48.19,0.92,0.85,0.44,0.24,10.46,151.53
154,374,58610,44538766,70,17.5,13.43,35,8.75,1.5,220,55.0,63.77,0.98,0.98,0.45,0.29,6.39,123.7
155,319,18634,4255283,64,21.33,13.2,26,8.67,2.31,196,65.33,57.52,0.81,0.82,0.61,0.4,8.28,109.99
156,300,11930,5560680,52,13.0,15.6,21,5.25,2.5,180,45.0,73.04,0.97,0.97,0.53,0.32,6.09,130.67
157,314,12564,6824266,67,16.75,23.08,22,5.5,2.65,200,50.0,82.38,0.98,0.99,0.48,0.29,8.12,165.96
158,331,11431,5564439,69,17.25,20.65,25,6.25,2.63,199,49.75,78.46,0.9,0.85,0.41,0.27,9.72,165.14
159,357,21526,13201547,64,16.0,18.51,24,6.0,3.16,218,54.5,81.66,0.81,0.8,0.44,0.28,6.06,133.3
160,410,12449,8078081,74,18.5,20.29,30,7.5,4.43,228,57.0,85.43,0.79,0.7,0.42,0.38,11.67,157.45
161,322,23036,14387186,55,13.75,13.7,26,6.5,3.42,200,50.0,71.71,0.69,0.7,0.55,0.36,9.87,132.26
162,393,27781,12764157,67,16.75,16.07,31,7.75,3.3,235,58.75,73.12,0.98,0.96,0.4,0.18,5.45,137.84
163,378,96603,80033716,68,17.0,18.17,24,6.0,1.83,219,54.75,74.38,0.6,0.55,0.46,0.3,10.55,136.8
164,513,30482,20075268,66,16.5,19.67,21,5.25,2.87,276,69.0,103.49,1.0,1.0,0.52,0.34,6.46,156.98
165,553,298569,202632281,86,21.5,23.16,23,5.75,2.5,329,82.25,117.42,0.72,0.7,0.57,0.32,8.1,138.71
166,552,22787,12538806,92,23.0,25.35,16,4.0,2.16,323,80.75,100.19,0.94,0.91,0.68,0.45,6.59,139.52
167,1059,113812,63999788,109,27.25,31.57,19,4.75,3.5,482,120.5,147.98,1.0,1.0,0.65,0.42,6.86,130.78
168,1113,181125,121391662,95,23.75,28.14,18,4.5,3.0,509,127.25,163.54,1.0,1.0,0.6,0.39,7.25,148.12
169,836,114909,78474191,95,23.75,25.05,27,6.75,3.86,414,103.5,131.67,0.85,0.78,0.59,0.41,8.13,163.48
170,814,95025,49640463,100,33.33,28.01,28,9.33,2.89,407,135.67,136.31,0.91,0.91,0.61,0.3,9.44,116.69
171,759,64472,36221807,77,19.25,21.08,17,4.25,3.3,345,86.25,101.72,1.0,1.0,0.6,0.39,7.38,163.89
172,873,243608,196413874,80,26.67,19.09,17,5.67,2.08,390,130.0,108.59,0.83,0.82,0.38,0.1,12.2,96.11
173,595,79620,57221879,74,18.5,19.23,16,4.0,2.45,284,71.0,79.48,0.78,0.78,0.5,0.27,9.92,119.17
174,524,23832,12768059,73,24.33,18.45,20,6.67,3.21,264,88.0,76.3,0.91,0.88,0.63,0.41,14.03,138.99
175,434,26761,15542728,62,20.67,16.44,15,5.0,3.0,220,73.33,68.68,0.99,1.0,0.57,0.35,15.06,132.17
176,590,31590,17992273,89,22.25,24.9,20,5.0,3.46,300,75.0,88.75,0.99,1.0,0.46,0.3,11.3,140.39
177,723,63387,41465374,103,34.33,27.61,21,7.0,3.0,353,117.67,103.66,0.94,0.87,0.36,0.19,10.94,135.84
178,901,128432,58486676,95,47.5,19.09,18,9.0,1.41,412,206.0,43.84,0.99,1.0,0.47,0.1,14.12,73.6
179,895,107891,40562779,109,27.25,30.04,23,5.75,2.75,460,115.0,131.29,0.96,0.92,0.58,0.38,7.85,132.48
180,966,166303,80386856,89,29.67,31.88,18,6.0,4.0,442,147.33,132.69,0.66,0.67,0.54,0.19,12.14,133.59
181,892,105718,67928556,87,29.0,29.82,18,6.0,4.0,413,137.67,121.64,0.99,1.0,0.69,0.41,11.78,134.27
182,1035,233797,123520401,98,24.5,28.52,21,5.25,1.26,471,117.75,142.07,0.96,0.97,0.45,0.22,9.3,140.18
183,970,158490,123826015,112,37.33,32.87,16,5.33,3.51,477,159.0,136.37,0.99,1.0,0.5,0.26,9.57,101.93
184,901,53230,29897994,104,26.0,31.62,20,5.0,2.45,448,112.0,147.85,1.0,1.0,0.45,0.26,7.1,152.71
185,627,107776,72148379,77,19.25,22.78,18,4.5,3.0,324,81.0,106.79,1.0,1.0,0.55,0.34,8.35,166.29
186,670,225581,147103463,92,30.67,28.01,21,7.0,3.46,361,120.33,139.79,1.0,1.0,0.48,0.17,12.11,135.04
187,565,194355,125809297,91,22.75,23.61,26,6.5,4.04,286,71.5,85.2,1.0,1.0,0.46,0.24,9.42,134.99
188,766,85595,47031912,76,25.33,19.55,25,8.33,2.52,338,112.67,93.47,0.91,0.91,0.49,0.26,12.75,133.99
189,564,43529,29456914,77,19.25,18.64,24,6.0,2.31,298,74.5,81.81,0.92,0.89,0.45,0.26,8.44,153.19
190,586,13977,5194470,89,29.67,23.8,22,7.33,2.52,300,100.0,87.74,0.96,0.99,0.56,0.36,11.86,134.13
191,557,64826,25490408,75,25.0,21.93,23,7.67,6.51,262,87.33,79.32,1.0,1.0,0.82,0.58,13.66,135.98
192,717,89378,83164118,114,28.5,31.5,26,6.5,6.14,366,91.5,104.35,0.98,0.99,0.46,0.34,10.49,91.52
193,678,68289,34976502,92,30.67,23.03,20,6.67,0.58,301,100.33,81.22,0.97,0.99,0.52,0.24,12.57,101.81
194,658,92096,56262159,81,20.25,21.96,17,4.25,2.75,323,80.75,91.05,1.0,1.0,0.57,0.31,8.48,151.98
195,944,283217,191355100,93,23.25,27.26,15,3.75,2.22,435,108.75,146.3,0.75,0.75,0.75,0.53,8.62,164.58
196,682,65758,38046822,81,27.0,22.34,19,6.33,3.79,343,114.33,105.0,0.88,0.72,0.47,0.34,10.57,134.24
197,616,42583,17217421,77,25.67,22.19,13,4.33,3.06,305,101.67,92.53,0.99,1.0,0.48,0.23,12.9,134.89
198,861,242663,84175088,85,21.25,27.58,16,4.0,3.16,422,105.5,135.36,0.8,0.78,0.8,0.54,11.56,165.09
199,956,110565,102681717,107,26.75,29.52,24,6.0,2.16,442,110.5,129.42,0.95,0.82,0.42,0.37,8.43,154.37
200,763,298226,197884236,83,41.5,19.09,11,5.5,0.71,393,196.5,96.87,1.0,1.0,0.51,0.1,18.94,77.96
201,751,54543,31976923,111,27.75,34.89,21,5.25,2.22,427,106.75,140.64,0.81,0.8,0.55,0.38,10.78,165.6
202,581,29830,21581189,88,22.0,29.47,14,3.5,2.38,317,79.25,108.22,1.0,1.0,0.55,0.41,8.45,164.84
203,461,67786,39598486,80,20.0,20.31,20,5.0,2.16,245,61.25,71.05,0.96,0.83,0.64,0.57,11.21,165.27
204,351,11081,5751997,56,14.0,15.38,13,3.25,2.06,181,45.25,51.98,0.99,1.0,0.6,0.44,6.66,136.99
205,222,82241,39792927,43,14.33,14.05,10,3.33,2.08,112,37.33,39.27,1.0,1.0,0.83,0.64,7.13,134.24
206,183,18461,11433377,55,13.75,15.11,20,5.0,1.41,113,28.25,37.31,0.98,1.0,0.44,0.24,16.86,109.75
207,129,4342,3604839,35,17.5,7.78,17,8.5,0.71,101,50.5,33.23,0.94,0.98,0.4,0.18,13.94,78.32
208,114,1346,485816,48,12.0,13.32,18,4.5,2.52,83,20.75,25.04,0.98,0.99,0.66,0.51,6.58,148.34
209,99,1497,596641,28,9.33,10.12,12,4.0,2.0,60,20.0,26.85,0.86,0.82,0.44,0.42,20.32,97.5
210,99,1304,280621,36,9.0,14.07,13,3.25,3.3,70,17.5,30.39,0.98,0.99,0.64,0.57,5.58,114.36
211,26,577,98390,17,4.25,4.57,12,3.0,2.16,23,5.75,7.54,0.8,0.71,0.5,0.42,14.13,148.58
