id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
27,1682,56829,43882425,119,11.9,16.18,82,8.2,7.32,595,59.5,112.08,0.85,0.86,0.41,0.43,4.0,171.76
28,1781,125017,110878108,131,16.38,24.04,95,11.88,12.62,743,92.88,161.73,0.78,0.79,0.42,0.39,9.53,189.2
29,2175,372453,368765941,142,15.78,26.13,70,7.78,9.07,806,89.56,166.36,0.74,0.73,0.39,0.4,5.88,171.44
30,2351,80745,61114528,112,16.0,20.59,63,9.0,7.07,738,105.43,175.23,0.78,0.77,0.48,0.47,5.48,162.95
31,1282,46920,40886266,107,10.7,15.87,64,6.4,5.4,525,52.5,100.49,0.79,0.69,0.42,0.38,4.43,159.76
32,1615,79787,74850162,110,12.22,16.86,66,7.33,6.8,510,56.67,101.72,0.77,0.78,0.43,0.42,6.22,168.6
33,1426,79874,69625078,116,12.89,17.69,71,7.89,6.45,543,60.33,106.62,0.82,0.83,0.48,0.49,6.45,177.91
34,1510,93910,77090827,110,15.71,22.34,59,8.43,8.12,608,86.86,140.3,0.79,0.82,0.4,0.36,6.64,184.81
35,1361,72009,58871468,121,15.12,23.02,54,6.75,5.8,652,81.5,150.23,0.79,0.78,0.52,0.49,10.03,173.33
36,2176,217017,225905923,150,16.67,27.39,78,8.67,10.22,828,92.0,174.29,0.77,0.77,0.43,0.41,5.35,187.19
37,1829,169514,161951689,135,16.88,25.48,57,7.12,7.85,754,94.25,167.88,0.78,0.77,0.36,0.3,7.9,196.2
38,1391,114843,107851229,129,14.33,24.44,44,4.89,4.81,633,70.33,133.4,0.75,0.74,0.6,0.61,9.33,209.03
39,1150,120134,123586946,127,12.7,20.96,58,5.8,6.09,601,60.1,118.99,0.78,0.76,0.48,0.51,6.56,187.12
40,1699,133054,107023494,131,11.91,20.1,68,6.18,5.69,742,67.45,144.16,0.82,0.81,0.5,0.49,5.27,164.74
41,1649,133612,123235203,146,16.22,26.71,74,8.22,7.89,751,83.44,164.21,0.83,0.82,0.36,0.34,6.93,178.19
42,1624,79981,54620567,121,13.44,21.28,51,5.67,5.12,631,70.11,129.78,0.77,0.77,0.39,0.38,5.03,171.54
43,1165,64915,37332570,114,14.25,19.58,64,8.0,7.89,547,68.38,113.51,0.79,0.79,0.56,0.58,7.54,182.86
44,1425,85582,80767735,114,16.29,20.24,67,9.57,6.53,571,81.57,127.46,0.81,0.82,0.41,0.44,8.76,169.51
45,1317,39509,24239614,145,18.12,27.91,57,7.12,6.96,676,84.5,151.87,0.77,0.77,0.49,0.5,9.16,188.74
46,1418,112353,54025310,151,15.1,24.75,84,8.4,8.86,683,68.3,134.35,0.82,0.83,0.53,0.51,9.04,173.67
47,1284,49761,37900343,123,13.67,20.62,90,10.0,11.29,593,65.89,121.64,0.88,0.88,0.44,0.48,6.74,144.86
48,1785,113842,98473517,145,16.11,23.3,86,9.56,10.03,725,80.56,150.92,0.8,0.76,0.43,0.43,5.33,157.84
49,1391,87519,71303093,138,17.25,25.97,95,11.88,13.32,617,77.12,132.0,0.77,0.75,0.43,0.5,5.67,177.19
50,1166,61317,49435119,120,15.0,23.05,66,8.25,8.92,507,63.38,108.73,0.74,0.72,0.55,0.53,6.62,173.47
51,1385,131507,130507227,137,15.22,23.4,90,10.0,11.25,647,71.89,128.96,0.77,0.76,0.4,0.42,10.5,160.63
52,1288,80876,79879757,124,12.4,19.48,84,8.4,9.37,537,53.7,101.85,0.79,0.8,0.37,0.42,6.43,179.36
53,1511,59074,45448443,111,13.88,19.58,74,9.25,8.07,616,77.0,132.26,0.84,0.86,0.34,0.31,5.57,191.89
54,1222,40054,30526467,108,12.0,16.78,82,9.11,9.94,506,56.22,98.17,0.87,0.87,0.6,0.61,5.99,193.93
55,1019,25360,18161063,115,12.78,18.76,72,8.0,8.28,455,50.56,90.38,0.82,0.83,0.37,0.36,4.32,182.95
56,1020,27878,22292572,117,13.0,19.01,87,9.67,9.75,456,50.67,88.56,0.89,0.9,0.46,0.48,7.37,177.18
57,1281,50661,34771108,121,13.44,18.05,81,9.0,8.08,474,52.67,92.76,0.87,0.86,0.45,0.37,6.6,178.83
58,1416,67490,51018668,96,12.0,16.78,73,9.12,10.67,449,56.12,90.96,0.68,0.66,0.42,0.42,5.58,152.37
59,1072,26313,19333442,94,11.75,16.47,64,8.0,8.26,393,49.12,80.69,0.79,0.76,0.48,0.52,8.67,165.46
60,1274,44740,19154014,125,12.5,18.2,97,9.7,9.86,465,46.5,85.87,0.86,0.86,0.53,0.52,5.32,181.69
61,1041,115058,100080840,109,18.17,21.93,73,12.17,10.13,493,82.17,115.27,0.83,0.84,0.39,0.35,8.68,141.12
62,1159,45104,35750248,153,19.12,27.47,127,15.88,16.16,538,67.25,110.74,0.84,0.86,0.42,0.4,8.1,167.03
63,1043,25832,16826823,111,12.33,17.55,83,9.22,9.0,464,51.56,89.98,0.85,0.86,0.44,0.46,5.71,190.09
64,1636,71500,49298010,106,13.25,17.21,78,9.75,9.5,516,64.5,104.55,0.84,0.85,0.55,0.51,3.61,175.36
65,1092,37704,27916873,117,13.0,18.47,77,8.56,7.88,498,55.33,92.49,0.83,0.83,0.46,0.47,5.74,164.88
66,887,53140,55355903,114,12.67,15.5,101,11.22,11.84,435,48.33,75.48,0.73,0.71,0.49,0.51,7.75,162.81
67,1010,24134,15761525,121,13.44,19.48,99,11.0,12.72,460,51.11,84.44,0.84,0.85,0.54,0.56,5.56,163.65
68,951,235166,246365247,119,11.9,16.09,98,9.8,9.26,451,45.1,83.13,0.76,0.73,0.55,0.53,6.47,170.12
69,654,18854,11707544,79,7.9,10.55,70,7.0,8.63,295,29.5,50.39,0.85,0.86,0.57,0.58,7.73,171.59
70,540,8517,3700597,62,7.75,9.05,59,7.38,6.91,237,29.62,45.02,0.83,0.83,0.52,0.58,7.87,181.14
71,599,49192,55996669,72,9.0,10.07,76,9.5,10.65,248,31.0,42.52,0.7,0.71,0.54,0.55,4.88,193.48
72,962,73295,73913611,108,12.0,16.65,82,9.11,9.43,390,43.33,72.58,0.85,0.86,0.45,0.45,5.76,169.06
73,594,39092,37788493,78,7.8,10.63,60,6.0,6.51,280,28.0,50.47,0.84,0.83,0.53,0.51,5.72,185.17
74,706,24975,16223598,62,8.86,9.49,52,7.43,7.76,260,37.14,56.57,0.82,0.83,0.45,0.49,8.16,177.47
75,625,28879,15028119,65,8.12,7.62,64,8.0,10.13,235,29.38,40.49,0.81,0.82,0.64,0.59,5.9,182.96
76,513,12110,8281205,68,8.5,8.12,61,7.62,6.95,231,28.88,41.65,0.74,0.74,0.49,0.5,9.54,170.68
77,734,14854,7763736,69,6.9,7.23,56,5.6,4.86,279,27.9,50.19,0.82,0.83,0.46,0.47,4.75,185.32
78,571,17336,14078056,66,7.33,7.84,58,6.44,5.9,236,26.22,42.14,0.76,0.77,0.54,0.52,8.31,165.25
79,564,18931,10355652,77,7.7,7.72,68,6.8,5.96,228,22.8,33.79,0.83,0.83,0.58,0.55,9.85,184.25
80,661,34572,28699214,87,8.7,9.14,84,8.4,7.35,277,27.7,48.39,0.83,0.83,0.39,0.43,5.49,196.37
81,526,15941,12718716,62,6.89,6.41,79,8.78,10.06,238,26.44,36.79,0.82,0.82,0.63,0.69,5.22,165.25
82,404,7904,5968135,67,6.7,6.99,59,5.9,4.61,202,20.2,29.8,0.83,0.84,0.38,0.4,8.35,175.24
83,418,11980,10916985,45,6.43,5.44,53,7.57,8.7,188,26.86,32.04,0.72,0.75,0.5,0.51,5.47,161.83
84,395,5061,2632919,61,7.62,6.52,63,7.88,7.36,186,23.25,31.26,0.86,0.88,0.41,0.42,5.04,184.13
85,477,28562,24199126,64,8.0,6.09,72,9.0,7.65,217,27.12,37.54,0.88,0.88,0.4,0.43,5.06,179.6
86,384,8101,5437019,53,5.89,5.09,57,6.33,6.34,183,20.33,28.77,0.8,0.8,0.43,0.46,4.68,172.34
87,425,12723,12921661,54,7.71,6.63,53,7.57,7.3,186,26.57,30.0,0.74,0.76,0.5,0.52,5.95,166.85
88,402,5034,2736759,51,7.29,5.79,48,6.86,5.4,209,29.86,33.68,0.73,0.75,0.55,0.56,5.58,175.83
89,431,8909,7409979,62,6.89,5.11,65,7.22,5.24,219,24.33,33.57,0.81,0.81,0.46,0.46,4.88,191.11
90,382,5723,3864415,53,6.62,4.84,55,6.88,5.64,198,24.75,31.96,0.82,0.83,0.42,0.39,5.76,179.38
91,415,7416,4290855,53,6.62,4.57,59,7.38,7.54,194,24.25,31.82,0.8,0.83,0.48,0.52,6.73,167.66
92,424,10813,3273560,58,7.25,6.32,51,6.38,5.13,188,23.5,31.57,0.81,0.81,0.46,0.44,7.99,191.98
93,401,4496,1548231,57,6.33,5.55,60,6.67,6.0,193,21.44,29.41,0.83,0.84,0.62,0.68,5.02,175.32
94,416,11130,8715384,45,5.62,4.93,57,7.12,9.66,183,22.88,29.87,0.78,0.79,0.53,0.51,7.38,175.19
95,365,8874,6975823,53,5.89,5.35,53,5.89,5.9,179,19.89,29.4,0.8,0.81,0.4,0.38,7.21,177.37
96,402,17233,15476629,55,6.88,6.36,44,5.5,3.82,177,22.12,29.11,0.76,0.76,0.49,0.46,7.2,194.13
97,456,12806,8883993,74,7.4,6.13,75,7.5,6.36,222,22.2,30.08,0.83,0.84,0.49,0.47,3.4,175.52
98,391,4417,1704685,68,7.56,5.68,75,8.33,7.05,204,22.67,28.56,0.77,0.77,0.51,0.6,6.82,174.42
99,432,11511,8257859,63,7.0,6.56,53,5.89,4.73,206,22.89,31.45,0.75,0.74,0.47,0.45,6.2,186.69
100,353,8708,8973678,58,8.29,5.68,55,7.86,4.81,180,25.71,29.88,0.81,0.82,0.43,0.45,6.85,167.23
101,381,4191,2615350,63,6.3,5.81,61,6.1,3.9,198,19.8,30.12,0.83,0.84,0.5,0.52,4.83,193.41
102,404,5075,1889790,63,7.0,6.4,71,7.89,7.32,186,20.67,27.79,0.86,0.87,0.5,0.5,6.0,185.43
103,408,8212,6462652,61,6.1,6.49,56,5.6,4.35,210,21.0,30.56,0.82,0.8,0.48,0.51,5.4,172.19
104,353,18727,17755635,55,6.11,6.43,47,5.22,4.52,178,19.78,29.37,0.82,0.83,0.49,0.47,3.51,193.73
105,309,4441,2328827,52,6.5,6.26,40,5.0,2.83,154,19.25,27.14,0.82,0.83,0.42,0.51,2.15,177.22
106,272,2212,795380,39,4.88,3.98,35,4.38,2.97,147,18.38,26.86,0.82,0.84,0.64,0.63,3.44,183.19
107,327,3630,1583769,66,6.6,4.74,54,5.4,2.27,175,17.5,24.97,0.85,0.86,0.47,0.51,5.5,187.71
108,399,29711,21966134,62,6.89,6.25,42,4.67,2.65,209,23.22,34.22,0.82,0.83,0.47,0.53,3.52,162.73
109,375,7769,6193789,55,6.11,5.8,46,5.11,3.14,188,20.89,29.26,0.8,0.81,0.42,0.43,6.65,183.41
110,389,7816,6678754,72,7.2,4.78,62,6.2,2.57,217,21.7,28.89,0.8,0.79,0.39,0.38,3.68,186.76
111,422,9167,2845831,60,7.5,5.53,48,6.0,3.38,202,25.25,33.5,0.79,0.8,0.45,0.49,5.65,176.97
112,343,7700,6328786,56,6.22,5.29,47,5.22,3.11,160,17.78,24.91,0.79,0.8,0.39,0.44,6.27,177.47
113,394,3490,1227041,58,6.44,6.41,43,4.78,2.91,183,20.33,31.69,0.83,0.84,0.45,0.43,3.33,192.51
114,365,3235,1112643,43,6.14,5.73,35,5.0,2.94,171,24.43,32.91,0.78,0.8,0.45,0.48,6.77,178.43
115,373,13736,11811904,57,6.33,5.96,47,5.22,3.35,186,20.67,30.75,0.85,0.86,0.51,0.47,2.8,203.3
116,357,4998,1443476,58,6.44,4.85,48,5.33,2.69,170,18.89,28.22,0.92,0.93,0.49,0.49,3.29,193.63
117,322,3847,1507131,44,6.29,5.74,33,4.71,2.93,169,24.14,32.52,0.78,0.8,0.47,0.5,9.5,158.56
118,361,3511,1096753,54,6.0,5.72,40,4.44,2.01,184,20.44,32.37,0.82,0.83,0.42,0.41,3.19,177.92
119,393,4045,1428982,54,9.0,5.51,42,7.0,2.28,160,26.67,30.13,0.82,0.83,0.45,0.48,3.46,194.89
120,442,5133,1921559,67,8.38,7.35,46,5.75,2.55,203,25.38,33.49,0.8,0.82,0.37,0.38,3.98,191.37
121,403,3918,1739197,54,7.71,5.41,43,6.14,2.34,196,28.0,31.75,0.78,0.79,0.56,0.57,4.87,193.86
122,405,5383,2474548,52,5.78,5.74,45,5.0,3.57,200,22.22,33.44,0.78,0.79,0.52,0.54,4.21,193.79
123,348,14560,2921023,53,7.57,6.63,35,5.0,2.58,189,27.0,34.06,0.78,0.8,0.56,0.46,3.53,211.44
124,369,6551,4387804,59,7.38,5.63,45,5.62,2.88,175,21.88,28.15,0.83,0.84,0.38,0.33,1.77,201.06
125,405,4027,1651725,47,7.83,7.94,34,5.67,4.55,181,30.17,35.05,0.69,0.71,0.46,0.47,7.22,204.26
126,404,10370,8277026,51,7.29,5.85,40,5.71,2.43,181,25.86,31.79,0.77,0.78,0.34,0.34,5.15,211.19
127,362,3566,1507909,57,8.14,5.3,51,7.29,4.07,174,24.86,29.42,0.83,0.85,0.35,0.31,3.64,191.68
128,347,2474,729201,56,8.0,6.32,43,6.14,2.41,180,25.71,32.01,0.77,0.71,0.43,0.36,4.68,199.86
129,384,5040,4081293,57,7.12,5.41,49,6.12,3.36,172,21.5,28.62,0.87,0.89,0.47,0.49,3.43,202.89
130,370,2981,1207136,52,6.5,4.6,44,5.5,2.45,173,21.62,29.31,0.81,0.76,0.4,0.38,2.19,214.35
131,390,4000,1760371,64,8.0,6.78,58,7.25,3.37,197,24.62,31.84,0.84,0.86,0.45,0.48,3.22,208.27
132,436,5733,2504240,61,8.71,6.13,47,6.71,2.14,203,29.0,38.07,0.8,0.82,0.41,0.42,2.06,194.86
133,390,5197,2517369,49,7.0,6.68,38,5.43,2.76,179,25.57,32.68,0.77,0.79,0.38,0.34,5.71,197.94
134,455,4788,1940459,64,8.0,6.97,52,6.5,3.7,230,28.75,35.68,0.77,0.75,0.41,0.4,5.54,212.26
135,403,4614,2231526,58,9.67,8.76,40,6.67,4.13,183,30.5,31.44,0.68,0.69,0.4,0.33,6.67,194.95
136,417,3270,1368382,82,9.11,6.9,71,7.89,3.95,237,26.33,33.18,0.81,0.83,0.45,0.48,2.84,206.28
137,374,3450,1468743,66,9.43,6.45,54,7.71,3.35,190,27.14,31.54,0.77,0.73,0.41,0.4,3.18,191.12
138,432,4529,1209461,66,8.25,6.25,50,6.25,2.49,210,26.25,35.93,0.85,0.87,0.42,0.38,3.97,205.77
139,457,5180,2512378,71,8.88,5.46,60,7.5,3.25,221,27.62,33.38,0.76,0.78,0.36,0.35,3.41,200.68
140,430,3388,1501204,61,8.71,5.53,50,7.14,2.54,216,30.86,34.97,0.76,0.78,0.35,0.34,2.26,200.8
141,426,10973,6101822,59,8.43,6.37,48,6.86,2.91,215,30.71,37.07,0.8,0.82,0.46,0.39,2.76,212.48
142,453,3985,1306071,59,8.43,6.73,41,5.86,2.91,224,32.0,40.7,0.75,0.77,0.46,0.45,4.24,201.56
143,381,3172,919392,60,7.5,6.91,49,6.12,4.45,203,25.38,34.67,0.76,0.78,0.49,0.48,3.8,198.91
144,310,4781,3395035,44,6.29,4.82,36,5.14,2.91,167,23.86,26.09,0.72,0.74,0.44,0.38,4.72,189.12
145,377,5725,2426596,63,7.88,4.49,55,6.88,2.3,182,22.75,26.52,0.82,0.84,0.52,0.52,4.28,206.64
146,416,9174,8674931,63,9.0,6.0,51,7.29,3.3,204,29.14,32.03,0.81,0.82,0.44,0.42,4.56,208.06
147,405,8400,5961986,60,7.5,6.21,46,5.75,2.92,198,24.75,31.38,0.78,0.79,0.44,0.37,7.87,194.9
148,329,3246,954248,52,7.43,4.24,44,6.29,2.63,166,23.71,25.96,0.77,0.78,0.41,0.45,6.87,185.52
149,338,2808,1228004,46,6.57,3.99,38,5.43,1.9,168,24.0,25.2,0.73,0.75,0.41,0.42,5.58,204.22
150,382,2778,966849,70,8.75,5.68,58,7.25,2.43,196,24.5,28.65,0.84,0.86,0.36,0.34,2.57,186.36
151,354,5810,4340092,62,7.75,5.01,49,6.12,2.36,186,23.25,27.13,0.81,0.83,0.32,0.28,3.66,203.36
152,396,4180,1897887,63,6.3,5.58,53,5.3,3.37,182,18.2,24.83,0.82,0.83,0.54,0.6,6.0,204.71
153,369,4082,1962898,60,7.5,5.73,51,6.38,3.58,177,22.12,26.53,0.84,0.85,0.41,0.38,4.46,196.91
154,382,4889,3604663,75,8.33,4.53,75,8.33,4.06,193,21.44,23.81,0.85,0.87,0.38,0.37,5.68,197.37
155,458,21592,20036140,92,9.2,6.23,71,7.1,1.73,210,21.0,27.12,0.74,0.75,0.42,0.46,4.4,196.27
156,382,20071,16345411,62,7.75,6.92,51,6.38,2.97,178,22.25,28.99,0.75,0.76,0.44,0.46,4.94,194.09
157,385,6266,3440426,72,9.0,8.37,57,7.12,3.6,200,25.0,33.18,0.78,0.79,0.5,0.53,9.79,178.2
158,556,5884,2356164,81,9.0,9.18,66,7.33,4.66,231,25.67,34.67,0.71,0.71,0.39,0.34,4.98,183.36
159,510,6613,2574112,86,9.56,7.13,86,9.56,7.94,237,26.33,31.04,0.81,0.83,0.45,0.49,5.68,179.23
160,674,16846,12555510,86,8.6,5.97,80,8.0,4.42,260,26.0,37.94,0.83,0.84,0.48,0.5,5.0,191.67
161,791,10680,4832896,103,10.3,10.03,84,8.4,7.11,317,31.7,52.09,0.85,0.86,0.48,0.51,4.66,173.09
162,1205,44408,30613459,112,11.2,13.77,71,7.1,3.93,492,49.2,93.91,0.84,0.85,0.43,0.42,6.82,180.41
163,1815,181453,172458361,86,8.6,11.17,67,6.7,4.79,514,51.4,111.67,0.83,0.83,0.5,0.53,5.8,189.92
164,1717,143462,118138810,129,12.9,17.34,74,7.4,5.48,587,58.7,116.22,0.73,0.71,0.43,0.44,4.5,199.28
165,1490,77146,53473731,131,14.56,19.42,70,7.78,4.89,568,63.11,117.17,0.82,0.82,0.42,0.38,7.0,201.48
166,1510,72780,57197224,125,15.62,21.58,65,8.12,6.69,682,85.25,140.12,0.7,0.71,0.42,0.41,6.79,174.73
167,1862,104883,74506306,148,16.44,25.67,72,8.0,8.86,794,88.22,158.57,0.76,0.77,0.43,0.41,4.93,176.33
168,2456,243308,215300406,124,12.4,18.35,69,6.9,7.48,780,78.0,152.27,0.82,0.81,0.41,0.41,5.17,162.64
169,2096,92195,69010378,132,16.5,23.4,56,7.0,6.97,695,86.88,145.81,0.74,0.73,0.45,0.44,5.51,196.86
170,1816,80313,67353732,129,16.12,23.91,51,6.38,5.85,674,84.25,138.56,0.74,0.74,0.48,0.43,4.1,200.14
171,1365,161573,180968536,130,18.57,25.22,57,8.14,7.52,628,89.71,140.21,0.74,0.74,0.42,0.41,8.64,176.09
172,1903,194170,195490275,145,16.11,26.2,68,7.56,8.56,759,84.33,158.43,0.8,0.8,0.41,0.4,4.69,190.36
173,1182,151775,149340130,120,15.0,24.21,61,7.62,9.41,590,73.75,131.25,0.76,0.76,0.51,0.49,6.23,189.08
174,1098,54911,47347862,119,11.9,17.48,67,6.7,6.07,488,48.8,92.19,0.86,0.86,0.45,0.48,6.49,187.86
175,905,54111,48332503,105,13.12,17.86,64,8.0,7.91,427,53.38,86.93,0.82,0.83,0.37,0.35,8.1,186.35
176,1162,101978,89263858,108,12.0,16.4,64,7.11,6.55,475,52.78,92.08,0.84,0.84,0.41,0.4,4.35,192.23
177,1149,34527,26883693,109,12.11,18.19,52,5.78,5.26,525,58.33,103.07,0.74,0.73,0.49,0.48,6.03,185.21
178,1249,94075,78765062,112,12.44,17.41,56,6.22,5.19,543,60.33,104.61,0.71,0.7,0.52,0.5,6.65,193.11
179,1069,39709,25906132,118,11.8,19.25,69,6.9,7.81,539,53.9,102.12,0.82,0.82,0.51,0.52,6.99,174.2
180,1516,70911,47326074,117,16.71,23.14,64,9.14,9.08,670,95.71,148.29,0.76,0.77,0.45,0.4,5.67,172.17
181,1256,54156,37569275,124,15.5,20.05,72,9.0,8.28,531,66.38,109.22,0.78,0.8,0.49,0.46,4.41,181.82
182,1283,38326,19495087,119,13.22,19.88,71,7.89,7.88,602,66.89,118.21,0.77,0.77,0.47,0.48,6.55,180.34
183,1285,90752,71740020,115,14.38,19.65,67,8.38,7.8,601,75.12,125.93,0.72,0.65,0.39,0.32,6.42,176.02
184,1226,103727,62892267,115,11.5,18.28,71,7.1,7.64,588,58.8,109.1,0.81,0.81,0.55,0.53,7.72,167.96
185,1078,59403,41591196,101,12.62,16.34,61,7.62,6.65,529,66.12,109.3,0.75,0.76,0.4,0.45,11.42,161.56
186,2183,234364,227229407,95,13.57,17.44,49,7.0,6.0,656,93.71,145.18,0.76,0.77,0.45,0.42,6.34,173.8
187,1629,109553,107120900,105,13.12,15.69,68,8.5,7.25,543,67.88,111.76,0.78,0.75,0.45,0.44,6.44,166.06
188,1596,54905,39162010,106,10.6,14.73,76,7.6,8.13,562,56.2,103.83,0.85,0.86,0.48,0.44,10.48,164.2
189,1442,48906,38944244,111,12.33,17.9,59,6.56,5.59,483,53.67,96.35,0.82,0.83,0.58,0.56,4.7,183.56
190,1496,90535,74214072,109,13.62,19.5,72,9.0,7.93,571,71.38,122.16,0.79,0.8,0.47,0.44,7.71,186.45
191,1267,98547,83462392,95,10.56,17.34,49,5.44,5.96,600,66.67,128.13,0.79,0.8,0.57,0.53,4.85,199.58
192,1185,36570,27836030,120,13.33,18.47,59,6.56,5.94,526,58.44,104.01,0.78,0.78,0.48,0.47,6.29,172.82
193,1295,127267,103794377,130,14.44,21.76,85,9.44,10.05,574,63.78,113.84,0.8,0.8,0.47,0.45,5.0,194.37
194,1178,175974,168820160,122,17.43,23.23,90,12.86,11.52,546,78.0,122.14,0.76,0.73,0.39,0.35,10.44,138.56
195,1185,74200,65159374,123,13.67,22.59,66,7.33,7.63,567,63.0,116.51,0.76,0.75,0.5,0.49,7.02,179.88
196,1134,96054,91373439,120,13.33,18.93,69,7.67,7.31,567,63.0,112.33,0.79,0.78,0.37,0.32,5.23,176.48
197,1117,33655,22823021,95,11.88,16.43,59,7.38,8.07,461,57.62,95.29,0.74,0.72,0.48,0.46,10.34,147.95
198,969,38646,26332532,112,12.44,17.55,70,7.78,7.1,504,56.0,97.05,0.8,0.78,0.53,0.5,5.62,195.18
199,1309,130423,133455920,124,15.5,21.53,79,9.88,9.48,628,78.5,123.96,0.78,0.78,0.44,0.44,9.52,163.17
200,1038,35880,22776481,114,19.0,24.67,55,9.17,7.14,576,96.0,129.95,0.68,0.69,0.48,0.49,9.83,159.3
201,1025,50390,29882621,100,10.0,14.65,78,7.8,8.32,457,45.7,82.18,0.81,0.79,0.62,0.64,5.84,192.76
202,1472,87761,56681440,103,12.88,15.46,63,7.88,4.67,505,63.12,102.39,0.78,0.79,0.57,0.54,5.2,179.68
203,1173,59573,44097271,98,14.0,17.62,68,9.71,9.84,466,66.57,99.21,0.72,0.7,0.46,0.44,7.16,168.7
204,786,21723,16338220,105,10.5,14.2,59,5.9,3.84,354,35.4,63.15,0.89,0.88,0.47,0.46,3.88,170.16
205,1086,18094,10496633,106,11.78,15.9,83,9.22,11.4,407,45.22,74.43,0.78,0.76,0.37,0.37,6.4,165.16
206,1111,30637,17163834,101,12.62,16.01,56,7.0,5.78,432,54.0,86.78,0.75,0.69,0.45,0.38,5.7,147.55
207,1098,30794,24039195,97,9.7,11.67,82,8.2,9.04,450,45.0,76.87,0.81,0.8,0.44,0.46,4.68,182.95
